date,title,skills
2020-10-08,QA-engineer (Junior),"Тестирование,Младший (Junior),Jira,Тестирование ПО,Разработка тест-кейсов,Английский язык"
2020-10-08,Бэкенд-разработчик,"Бэкенд,Младший (Junior),Golang,Git,PHP,SQL,ООП"
2020-09-30,QA Engineer (Junior),"Тестирование,Младший (Junior),Jira,Английский язык,Разработка тест-кейсов"
2020-10-20,Разработчик MS Sharepoint,"Разработка ПО,Средний (Middle),C#,Sharepoint,.NET,Microsoft SQL server,Mssql"
2020-10-13,Senior Data science,"Аналитика,Ведущий (Lead),Python,SQL,Базы данных,Bash"
2020-10-12,Data analyst,"Аналитика,Средний (Middle),Python,SQL,Базы данных,MySQL"
2020-10-12,Разработчик PHP/Go,"Бэкенд,Средний (Middle),PHP,Laravel,Golang,Высоконагруженные системы,Docker,Базы данных,Проектирование архитектуры приложений"
2020-10-14,Product analyst (mobile/IoT),"Аналитика,Средний (Middle),Веб аналитика"
2020-10-14,Full-stack web developer,"Бэкенд,Старший (Senior),PHP,ReactJS,GraphQL,Docker,Node.js"
2020-10-14,Android developer,"Приложения,Старший (Senior),Java,Kotlin,Dagger 2,RxJava 2,Разработка под Android,Разработка мобильных приложений"
2020-09-28,DevOps specialist,"Бэкенд,Средний (Middle),Python,Linux,Docker"
2020-10-14,Тестировщик,"Тестирование,Средний (Middle),SQL"
2020-10-02,Junior backend-разработчиком,"Бэкенд,Младший (Junior),Python,Django,Linux,Redis,Celery"
2020-09-30,"Back-end Developer (Python, Django)","Бэкенд,Средний (Middle),Python,Django,PostgreSQL"
2020-09-28,Разработчик С++,"Разработка ПО,Средний (Middle),C++,C#"
2020-10-15,Middle Android-разработчик,"Приложения,Средний (Middle),Java,Kotlin,Разработка под Android,Sqlite,RxJava 2"
2020-10-15,Middle/senior С# разработчик,"Бэкенд,Средний (Middle),.NET,C#"
2020-10-15,Специалист по тестированию,"Тестирование,Средний (Middle),C#,Автоматизация тестирования"
2020-10-15,Инженер DevOps в продуктовую команду,"Администрирование,Средний (Middle),CI/CD methodologies,Teamcity,Docker,Kubernetes,Powershell,Bash"
2020-10-26,Программист С++/Qt,"Разработка ПО,Средний (Middle),C++,Разработка программного обеспечения,Qt,Алгоритмы и структуры данных,Оптимизация кода"
2020-10-26,Team Lead (C++ либо Python),"Разработка ПО,Старший (Senior),Python,Linux,Docker,MySQL,С++ builder"
2020-10-26,Программист Python,"Разработка ПО,Средний (Middle),Python,Docker,MySQL"
2020-10-26,Flutter- разработчик,"Разработка ПО,Средний (Middle),Docker,Linux,MySQL"
2020-10-22,PHP developer (удалённо),"Бэкенд,Средний (Middle),PHP,JavaScript,MySQL,Yii framework,JQuery,Высоконагруженные системы"
2020-10-05,"Веб-программист/web-программист (проект: личный кабинет, yii2)","Разработка ПО,Средний (Middle),Веб-разработка"
2020-10-05,Специалист по тестированию QA,"Тестирование,Средний (Middle),Функциональное тестирование,Тестирование ПО,Ручное тестирование"
2020-10-05,Специалист по автотестированию,"Тестирование,Средний (Middle),Автоматизация тестирования,Тестирование мобильных приложений,Нагрузочное тестирование,Регрессионное тестирование,Тестирование сайтов,Тестирование производительности"
2020-10-26,Разработчик 1С,"Разработка ПО,Средний (Middle),Разработка под 1с,Agile,Git,Автоматизация тестирования"
2020-10-26,Product manager / Менеджер по продукту,"Менеджмент,Средний (Middle),Управление проектами,Управление продуктами,Разработка продукта"
2020-10-21,Разработчик BI (OLAP),"Разработка ПО,Средний (Middle),Olap,SQL,Mssql,T-SQL,Etl,Ssis,SAP BI,Business intelligence,Agile,Работа в команде"
2020-09-30,Продуктовый аналитик,"Аналитика,Средний (Middle),SQL,PowerBuilder,Python,R"
2020-10-26,Senior Frontend developer (Angular),"Фронтенд,Старший (Senior),JavaScript,Angular,Webpack,Typescript"
2020-10-14,"Tech Lead (PHP, Symfony)","Бэкенд,Ведущий (Lead),PHP,ООП,Symfony,PostgreSQL"
2020-10-14,Backend developer — Vimbox,"Бэкенд,Старший (Senior),PHP,ООП,Symfony"
2020-10-06,Lead data analyst,"Аналитика,Ведущий (Lead),SQL,Python,Базы данных,Business intelligence,Математика"
2020-09-29,Frontend-разработчик,"Разработка ПО,Средний (Middle),ReactJS,Angular,Vue.js"
2020-09-29,Программист С#,"Разработка ПО,Средний (Middle),C#,Asp.net,.net core,Git,Angular,Wpf,ASP.NET MVC,SQL"
2020-09-28,Программист Python,"Разработка ПО,Python,Linux,Django"
2020-09-28,Аналитик,"Аналитика,Системный анализ,Бизнес аналитика,Анализ требований,Спецификация программного обеспечения,Бизнес-моделирование"
2020-10-20,Программист 1С,"Приложения,Старший (Senior),Оптимизация бизнес-процессов,Разработка под 1с,Разработка программного обеспечения,Разработка интерфейсов,Разработка решений по интеграции"
2020-10-20,PHP разработчик (Bitrix),"Бэкенд,Средний (Middle),PHP,Битрикс24,1с-битрикс,MySQL,HTTP,Rest"
2020-10-19,Консультант сопровождения 1С,"Администрирование,Средний (Middle),Администрирование 1с"
2020-10-19,Бизнес-аналитик отдела развития,"Аналитика,Средний (Middle),Описание бизнес-процессов,BPMN,Microsoft visio"
2020-10-14,Product Designer,"Дизайн,Средний (Middle),UI/UX дизайн,Sketch,Веб-дизайн,Figma Design,Дизайн продукта"
2020-10-12,Python Developer(Relocation to Riga),"Бэкенд,Старший (Senior),Python,MongoDB,Высоконагруженные системы,Linux,PostgreSQL"
2020-10-12,UNIX SYSTEM ADMINISTRATOR/ DevOps,"Администрирование,Средний (Middle),Linux,PostgreSQL,MongoDB,Rabbitmq,Nginx"
2020-10-21,Perl-разработчик (LiveJournal),"Разработка ПО,Старший (Senior),Perl"
2020-10-20,Инженер-разработчик (Ruby),"Бэкенд,Средний (Middle),Ruby,PostgreSQL,JavaScript,Rest,Redis"
2020-10-01,Frontend разработчик (React),"Фронтенд,Старший (Senior),ReactJS,React Native"
2020-10-01,Разработчик С# (ASP.NET/ASP.NET Core),"Бэкенд,Старший (Senior),Asp.net,.NET"
2020-10-20,QA Engineer,"Тестирование,Средний (Middle),Mobile,Веб-разработка"
2020-10-20,Ruby on Rails developer – Senior - Retail/Recommendation Team,"Бэкенд,Старший (Senior),Ruby,Ruby on Rails,Elixir,PostgreSQL,Git"
2020-10-09,Middle Frontend Developer (React) в офис,"Фронтенд,Средний (Middle),JavaScript,Redux,ReactJS,Typescript,MobX"
2020-09-29,Ruby on Rails - Middle - Public API,"Бэкенд,Средний (Middle),Ruby,Ruby on Rails,PostgreSQL,Scrum,Jira"
2020-10-27,Руководитель направления автоматизации тестирования,"Тестирование,Ведущий (Lead),Управление людьми,Jira,Построение команды,Автоматизация процессов"
2020-10-06,Специалист по автоматизации тестирования,"Тестирование,Средний (Middle),Kotlin,Swift,Selenium,Bash,SQL,CI/CD methodologies,Git,Jira"
2020-09-28,Team Lead (DevOps),"Администрирование,Ведущий (Lead),CI/CD methodologies,Nginx,Linux,Gitlab,Docker,Ansible,Oracle,Bash"
2020-10-16,Python-разработчик Middle,"Бэкенд,Средний (Middle),Python,SQL,Soap"
2020-10-13,Программист 1С Middle,"Разработка ПО,Средний (Middle),HTML,Разработка под 1с,Mssql"
2020-10-13,Эксперт по построению DWH,"Аналитика,Dwh,Etl,Большие данные,SQL"
2020-10-06,Программист Power BI Senior,"Разработка ПО,Старший (Senior),SQL,T-SQL,JavaScript,Xslt,HTML,Visual studio"
2020-10-20,Системный администратор,"Администрирование,Средний (Middle),Linux,Bash,Mikrotik,Ansible"
2020-10-20,Senior QA Automation engineer,"Тестирование,Старший (Senior),Автоматизация тестирования,Python,Linux,Git"
2020-10-20,Ведущий разработчик С++,"Разработка ПО,Старший (Senior),C++,Git,Linux"
2020-10-20,Frontend-разработчик,"Фронтенд,Старший (Senior),JavaScript,Vue.js,CSS,HTML,Git,Linux"
2020-10-27,Графический дизайнер/Дизайнер презентаций,"Дизайн,Младший (Junior),Microsoft powerpoint,Adobe Illustrator,Adobe Photoshop,Графический дизайн"
2020-10-27,Дизайнер-интерфейсов,"Дизайн,UI/UX дизайн,Разработка интерфейсов,Figma Design,Веб-дизайн,Axure,Проектирование интерфейсов"
2020-10-23,Back-end/Full-stack разработчик,"Бэкенд,Средний (Middle),PHP,Symfony,PostgreSQL,Git,JavaScript,Linux,Docker,Phalcon"
2020-10-23,Тестировщик,"Тестирование,Средний (Middle),Ручное тестирование,Разработка тест-кейсов,Тестирование сайтов,Тестирование мобильных приложений,Автоматизация тестирования,Баг-трекинг"
2020-09-30,Senior Java Developer (DataGrip),"Разработка ПО,Старший (Senior),Java"
2020-09-30,Java Developer (GoLand),"Разработка ПО,Средний (Middle),Java,Golang"
2020-09-30,Software Developer for Remote Collaborative Tool (‘Code With Me’),"Разработка ПО,Старший (Senior),Java,C#,Kotlin,C++"
2020-09-30,Senior Software Developer (IDE platform),"Разработка ПО,Старший (Senior),Java,Kotlin,C#"
2020-10-15,Backend developer (Senior),"Бэкенд,Старший (Senior),PHP,MySQL,Laravel,Codeigniter,Opencart,Api интерфейсы,Soap,Python"
2020-10-08,Web designer,"Дизайн,Средний (Middle),UI/UX дизайн,Дизайн логотипов,Создание баннеров,Веб-дизайн,Полиграфический дизайн,Графический дизайн,Figma Design,Проектирование интерфейсов"
2020-10-06,Frontend Developer (Middle),"Фронтенд,Младший (Junior),HTML,CSS,JQuery,Twitter Bootstrap,Sass,ReactJS,Vue.js,Wordpress,Webpack,JavaScript"
2020-10-01,Senior Java Developer,"Разработка ПО,Средний (Middle),JavaScript,Java,Nosql,Java spring framework,Rabbitmq,MongoDB,Docker,Kotlin,Hibernate,HTTP,SQL,Api интерфейсы,Apache maven,Consul"
2020-09-30,Ведущий продуктовый аналитик,"Аналитика,Средний (Middle),Python,MySQL,SQL,MongoDB,Google Analytics,Исследование рынка,Лидогенерация,Продуктовый маркетинг,Разработка бизнес-стратегии,Повышение конверсии"
2020-09-30,Senior Analyst,"Аналитика,Старший (Senior),SQL,Python,MySQL"
2020-10-25,ReactJS разработчик в команду дейтинг-стартапа. Удалённо,"Фронтенд,Средний (Middle),JavaScript,Node.js,Git,Redux,ReactJS,React Native,Nosql,ExpressJS"
2020-10-24,Дизайнер-генератор рекламных креативов в dating стартап на удаленку,"Дизайн,Средний (Middle),2d-анимация,Работа с аудио и видео,Создание баннеров,Создание креативных концепций,Медийная реклама"
2020-10-23,Machine learning разработчик в команду дейтинг-стартапа. Удалённо,"Разработка ПО,Средний (Middle),JavaScript,Node.js,TensorFlow,Машинное обучение,ReactJS"
2020-10-20,Программист 1С,"Разработка ПО,Jira"
2020-10-20,Системный аналитик,"Аналитика,Jira,Разработка ТЗ,Развитие бизнеса"
2020-10-20,Mobile media buyer (dating) ,"Маркетинг,Маркетинг мобильных приложений,Таргетированная реклама,Аудит сайтов,Повышение конверсии,Google Analytics,Медийная реклама"
2020-10-20,Android developer,"Разработка ПО,Средний (Middle),Kotlin,Разработка под Android"
2020-10-20,Frontend разработчик (Angular),"Фронтенд,Средний (Middle),Angular"
2020-10-06,Golang developer (middle/ senior),"Разработка ПО,Старший (Senior),Golang"
2020-10-05,Java Backend разработчик (Senior),"Бэкенд,Старший (Senior),Java,Git,Java spring framework,SQL"
2020-10-05,Senior frontend разработчик (React),"Фронтенд,Старший (Senior),JavaScript,Git,ReactJS"
2020-10-05,Blockchain Team Lead,"Разработка ПО,Ведущий (Lead),Java,Golang,Node.js"
2020-10-22,iOS разработчик,"Приложения,Средний (Middle),Swift,Разработка под iOS,Разработка мобильных приложений,Objective-С"
2020-10-21,Backend-разработчик (Ruby/Elixir),"Бэкенд,Средний (Middle),Node.js,Ruby,Ruby on Rails,Redis,PostgreSQL,Elixir"
2020-10-13,Frontend  Developer,"Фронтенд,Средний (Middle),ReactJS,Redux,Git,JavaScript,Apollo,GraphQL,Vue.js,CSS,Scss"
2020-10-22,Senior Node.js Developer,"Бэкенд,Старший (Senior),Node.js,Typescript,NestJS"
2020-10-19,Senior Front Developer,"Фронтенд,Старший (Senior),Angular,Typescript,Material Design"
2020-10-19,Senior PHP Developer,"Бэкенд,Старший (Senior),PHP,ООП,MySQL,Doctrine2,Symfony,Rabbitmq,Redis,Elasticsearch,Высоконагруженные системы"
2020-10-20,Ведущий специалист по PR и контенту ,"Маркетинг,Ведущий (Lead),Копирайтинг,SMM,Ведение блога,Контент маркетинг,Управление контентом"
2020-10-12,Разработчик C# (.Net Core),"Бэкенд,C#"
2020-09-22,Team lead C# (.Net Core),"Бэкенд,Ведущий (Lead),.net core"
2020-10-22,Back-end developer Node.js (middle),"Бэкенд,Средний (Middle),Node.js"
2020-10-22,Fullstack-разработчик,"Фронтенд,Node.js,Vue.js"
2020-10-22,Back-end developer Node.js (junior),"Бэкенд,Младший (Junior),Node.js"
2020-10-22,System Architect,"Приложения,Старший (Senior),Java,Высоконагруженные системы,Базы данных,Проектирование архитектуры приложений,Создание архитектуры проектов,Паттерны проектирования,Uml,Анализ требований,Бизнес-моделирование,Описание бизнес-процессов"
2020-10-22,Java Developer,"Бэкенд,Средний (Middle),Java,PostgreSQL,Git,Java spring framework,Базы данных,SQL,Hibernate,Высоконагруженные системы"
2020-10-20,Бизнес-аналитик,"Аналитика,Средний (Middle),Системный анализ,Системная аналитика,Uml,BPMN,Описание бизнес-процессов,Описание бизнес-процессов"
2020-10-27,PHP Laravel Developer,"Бэкенд,PHP,Laravel,ООП,JavaScript,MySQL,Linux,Git"
2020-10-06,Дизайнер интерфейсов,"Дизайн,Figma Design,Adobe Illustrator,Adobe Photoshop,UI/UX дизайн,Адаптивный дизайн"
2020-10-06,HR специалист,"Кадры,Обработка резюме,Проведение интервью,Microsoft Excel,Microsoft Word"
2020-10-06,Ассистент в финансовый отдел,"Менеджмент,Microsoft Office,Microsoft Excel,Microsoft Word,Пунктуальность"
2020-10-27,Интернет Маркетолог / Трафик менеджер/ Traffic Manager / Media Buyer / UA ,"Маркетинг,Интернет маркетинг,Google adwords,Google Analytics,Контекстная реклама,Поисковая оптимизация,Таргетированная реклама,Контент маркетинг,Повышение конверсии"
2020-10-26,iOS Developer Разработчик мобильных приложений,"Фронтенд,Средний (Middle),Swift,Разработка под iOS,Разработка мобильных приложений,Xcode,Google Firebase"
2020-10-26,Team Lead ( Mobile App Development) Разработка мобильных приложений,"Приложения,Ведущий (Lead),Управление проектами,Разработка мобильных приложений,Разработка под iOS,Клиент-серверные приложения,Оптимизация кода,Просмотр кода,Проектирование архитектуры приложений,Создание архитектуры проектов"
2020-10-06,IT Аналитик,"Аналитика,Средний (Middle),Аналитика требований"
2020-10-01,Product Owner,"Менеджмент,Старший (Senior),Управление продуктами"
2020-09-29,Java developer ,"Разработка ПО,Старший (Senior),Java,Gitlab,PostgreSQL,Linux,Hibernate,Git,Apache maven,Solid"
2020-09-29,PHP-программист / Битрикс,"Бэкенд,Средний (Middle),PHP,MySQL,Linux,Git,PostgreSQL,Docker,1с-битрикс"
2020-09-28,iOS-разработчик,"Приложения,Средний (Middle),Swift,Разработка под iOS,Разработка мобильных приложений,Xcode,Google Firebase"
2020-09-28,JavaScript / Frontend-разработчик (Middle),"Фронтенд,Средний (Middle),HTML,CSS,Адаптивная верстка,ReactJS,Sass"
2020-10-26,Android-разработчик,"Приложения,Средний (Middle),Разработка мобильных приложений,Разработка под Android,Kotlin,Java"
2020-10-26,Backend-разработчик (node.js),"Бэкенд,Средний (Middle),Node.js,ClickHouse,Nginx"
2020-10-26,iOS-разработчик,"Приложения,Средний (Middle),Разработка мобильных приложений,Разработка под iOS"
2020-10-27,"Frontend-разработчик (ReactJS, удаленно)","Фронтенд,ReactJS,JavaScript,Redux,Jest,Кроссбраузерная верстка,Адаптивная верстка,HTML,CSS,Webpack,Scss,Jade"
2020-10-27,"Senior Backend-разработчик (Ruby on Rails, удаленно)","Бэкенд,Ruby,Ruby on Rails,PostgreSQL,SQL,Docker,Redis,Kubernetes,Высоконагруженные системы,Payment gateways"
2020-10-26,Technical Product Manager (удаленно),"Менеджмент,Управление проектами,Управление разработкой,Agile,Scrum,Управление людьми,Построение команды,Управление продуктами,Поддержка клиентов,Проектное планирование,Тестирование ПО,Большие данные,SQL"
2020-10-23,Опытный UI/UX дизайнер (удаленно),"Дизайн,UI/UX дизайн,Дизайн мобильных приложений,Figma Design,Дизайн продукта,Веб-дизайн,Разработка интерфейсов,Прототипирование,Дизайн лендингов,Adobe Photoshop,Adobe Illustrator,Векторная графика"
2020-10-20,Senior / Lead Ruby on Rails Developer,"Разработка ПО,Старший (Senior),Ruby,Ruby on Rails,JavaScript,PostgreSQL,Linux,Алгоритмы и структуры данных,Проектирование архитектуры приложений"
2020-10-06,Тестировщик ПО,"Тестирование,Средний (Middle),Тестирование ПО,Ручное тестирование,Разработка тест-кейсов,Тестирование сайтов,Контроль качества,Автоматизация тестирования,Регрессионное тестирование,Функциональное тестирование,Баг-трекинг"
2020-10-06,Frontend / Vuejs Developer,"Фронтенд,JavaScript,Vue.js,Scss,Webpack,Кроссбраузерная верстка,Клиент-серверные приложения,Linux"
2020-10-15,Python-разработчик,"Бэкенд,Средний (Middle),Python,Linux"
2020-10-14,Frontend-разработчик,"Фронтенд,ReactJS,Redux,HTML,JavaScript,ООП,Git,Linux"
2020-09-28,Senior Angular Developer,"Фронтенд,Старший (Senior),Angular,Webpack"
2020-10-26,Full Stack .NET/Angular developer,"Разработка ПО,Старший (Senior),.NET,JavaScript,ASP.NET MVC,Angular,Mssql"
2020-10-26,Lead Fullstack Ruby+Angular Developer (remote),"Разработка ПО,Ведущий (Lead),Ruby on Rails,Ruby,Angular,JavaScript,Английский язык"
2020-10-21,DevOps Engineer (remote),"Администрирование,Старший (Senior),Linux,Amazon AWS,Английский язык"
2020-10-26,"Senior Software Engineer, Database Engineering (Cube.js Core)","Разработка ПО,Rust,Docker,Алгоритмы и структуры данных,Базы данных"
2020-10-23,Senior Developer Advocate,"Разработка ПО,JavaScript,Node.js,Базы данных,SQL,ReactJS,Vue.js,Angular"
2020-10-21,Senior Node.js Engineer (Cube.js Core),"Бэкенд,JavaScript,Node.js,Базы данных,Алгоритмы и структуры данных"
2020-10-09,PHP Opencart разработчик,"Бэкенд,Средний (Middle),Opencart,PHP,JavaScript,MySQL,Git,ООП"
2020-10-09,PHP Laravel разработчик,"Бэкенд,Старший (Senior),Laravel,Opencart,PHP,MySQL,JavaScript,ООП,Git"
2020-10-08,Frontend Developer JS + React ,"Фронтенд,Средний (Middle),JavaScript,ReactJS"
2020-09-06,Администратор баз данных (SQL),"Администрирование,Средний (Middle),PostgreSQL,Linux"
2020-10-21,Middle/Senior Bitrix-разработчик (remote),"Бэкенд,1с-битрикс,Git,ООП,Linux,Высоконагруженные системы,MySQL,PostgreSQL"
2020-10-21,Full-stack разработчик Bitrix/Vue.js,"Фронтенд,1с-битрикс,Vue.js,SQL,HTML,CSS"
2020-10-21,Full stack software engineer (удаленно),"Разработка ПО,Средний (Middle),Laravel,Vue.js,PHP,Git,MySQL,CSS,HTML,JQuery,JavaScript"
2020-10-21,Senior QA automation,"Тестирование,Старший (Senior),Тестирование ПО,Разработка тест-кейсов,Автоматизация тестирования,Функциональное тестирование"
2020-10-20,Python + Go разработчик,"Бэкенд,Средний (Middle),Python,Linux,SQL,Django,Golang"
2020-10-08,Инженер DevOps (системный администратор),"Администрирование,Средний (Middle),Git,Docker,Linux,Bash,Kubernetes"
2020-10-26,Android Developer (Senior),"Приложения,Старший (Senior),Разработка мобильных приложений,Разработка под Android,Kotlin,Java"
2020-10-12,Senior PHP developer (Yii2),"Бэкенд,Старший (Senior),PHP,Yii framework,Docker,MySQL,Linux,Git,HTML,CSS,JQuery,Twitter Bootstrap"
2020-10-12,Разработчик С# ASP.NET,"Разработка ПО,Средний (Middle),Asp.net,C#,Entity framework,PostgreSQL,Rabbitmq"
2020-09-30,Разрабочик Java,"Разработка ПО,Средний (Middle),Java,Java spring framework,JavaScript,Git,Hibernate,PostgreSQL"
2020-10-15,"Frontend-разработчик на спецпроект (удаленная работа, полная занятость)","Фронтенд,Средний (Middle),HTML,CSS,Vue.js,JavaScript,Git,БЭМ,1с-битрикс,Ajax,SQL"
2020-10-14,Разработчик 1С-Битрикс / PHP (удаленно),"Бэкенд,Старший (Senior),PHP,Git,ООП,Высоконагруженные системы,MySQL,1с-битрикс"
2020-10-23,Senior backend developer,"Бэкенд,Старший (Senior),.net core,C#,PostgreSQL,Asp.net,.NET"
2020-10-23,Senior Front-end разработчик (Angular),"Фронтенд,Старший (Senior),Angular,Typescript,Веб-разработка,Webpack,Solid,Signalr,Оптимизация кода"
2020-10-26,Senior JavaScript Developer,"Фронтенд,Старший (Senior),JavaScript,HTML,CSS,Redux,ReactJS"
2020-10-26,IT System Manager,"Менеджмент,Ведущий (Lead),CI/CD methodologies,Windows azure,Docker,ELK Stack"
2020-10-16,Middle Python Developer,"Бэкенд,Средний (Middle),Python,Высоконагруженные системы,Docker,PostgreSQL,Redis,Git"
2020-10-14,Middle Java/Kotlin Developer,"Бэкенд,Средний (Middle),Java,Kotlin,Высоконагруженные системы,PostgreSQL,Rabbitmq,Elasticsearch"
2020-10-23,Middle Backend developer (C#),"Бэкенд,Средний (Middle),C#,.NET,.net core,Scrum"
2020-10-23,Middle Frontend developer (Vue.js),"Фронтенд,Средний (Middle),Vue.js,ReactJS,JavaScript,Git"
2020-10-26,Frontend разработчик,"Фронтенд,ReactJS,JavaScript,JQuery,CSS,HTML,Webpack"
2020-10-26,Golang разработчик,"Бэкенд,Golang,Docker,Git,gRPC"
2020-10-19,QA automation engineer,"Тестирование,Средний (Middle),Android studio"
2020-10-19,IOS Team Lead,"Приложения,Ведущий (Lead),Swift,Разработка под iOS,Разработка мобильных приложений"
2020-10-20,Программист C#,"Бэкенд,C#,.net core,.NET,Высоконагруженные системы,Многопоточность"
2020-10-20,Android разработчик,"Разработка ПО,Разработка под Android,Разработка мобильных приложений,Kotlin,Java,Клиент-серверные приложения,Sqlite"
2020-10-18,Backend-программист серверных приложений,"Бэкенд,Младший (Junior),Python,Java,Git,Docker"
2020-10-16,Android - разработчик,"Приложения,Средний (Middle),Разработка под Android,Разработка мобильных приложений,Разработка под iOS,Kotlin,Java"
2020-10-20,Python-разработчик,"Бэкенд,Средний (Middle),Python,Django,PostgreSQL,Git"
2020-10-12,Frontend-разработчик,"Фронтенд,Средний (Middle),JavaScript,Typescript,ReactJS,Redux,Scss"
2020-10-26,Ведущий аналитик/Product Owner в разработку продукта класса BI,"Разработка ПО,Ведущий (Lead),SQL,SQL"
2020-10-20,Ведущий инженер по развитию инфраструктуры,"Администрирование,Ведущий (Lead),SQL,Linux,Docker,Grafana,Mssql,PostgreSQL"
2020-10-22,Разработчик IOS (Swift),"Приложения,Средний (Middle),Swift,Разработка под iOS"
2020-10-15,QA automation (Python),"Тестирование,Средний (Middle),Python,Selenium,Автоматизация тестирования"
2020-10-21,2D Художник-колорист (gamedev),"Дизайн,Средний (Middle),Дизайн игр,Графика для игр,2d-арт,Рисование,Компьютерная графика,Рисование от руки"
2020-10-21,2D Художник-иллюстратор,"Дизайн,Средний (Middle),Paint tool sai,Adobe Photoshop"
2020-10-21,Frontend разработчик (Angular),"Фронтенд,Средний (Middle),Angular,Typescript,CSS,HTML,Адаптивная верстка,Scss"
2020-10-21,Специалист Augment Reality,"Фронтенд,JavaScript"
2020-10-21,Программист 1С,"Разработка ПО,Старший (Senior),Руководитель проектов 1с,Разработка под 1с,Разработка программного обеспечения,Проектное планирование,Автоматизация тестирования"
2020-10-20,.NET разработчик,"Бэкенд,Старший (Senior),C#,Разработка программного обеспечения,Mssql,Asp.net,Entity framework,Паттерны проектирования"
2020-10-22,Team Lead,"Менеджмент,Ведущий (Lead),Yii framework,Docker,PHP,Git,Работа в команде,Управление людьми"
2020-10-21,Разработчик 1С,"Поддержка,Средний (Middle),Разработка под 1с"
2020-10-23,PHP программист,"Бэкенд,Средний (Middle),Git,PHP,ООП,SQL,Docker,MySQL"
2020-10-23,Frontend-разработчик (React.js),"Фронтенд,Средний (Middle),JavaScript,Git,ReactJS,Restful api,HTML,CSS,Sass,Кроссбраузерная верстка,Адаптивная верстка,Redux,Less"
2020-10-13,Front-end разработчик,"Фронтенд,Xslt,HTML,CSS,JQuery,Vue.js"
2020-09-28,Тестировщик,"Тестирование,Api интерфейсы,SQL,Agile"
2020-10-22,Конструктор пресс-форм для литья,"Другое,Средний (Middle),Siemens NX,Solidworks,Autocad"
2020-10-22,Дизайнер изделий из пластика,"Дизайн,Средний (Middle),Siemens NX,Solidworks,Autocad"
2020-10-09,Ruby developer (Junior/Middle),"Бэкенд,Средний (Middle),Ruby,Ruby on Rails,PostgreSQL,Elasticsearch,GraphQL,Elixir,Паттерны проектирования"
2020-10-09,Fullstack developer (Junior/Middle),"Фронтенд,Средний (Middle),Typescript,ReactJS,Vue.js,Ruby on Rails,Ruby,GraphQL,Паттерны проектирования"
2020-10-21,Senior QA Engineer,"Тестирование,Старший (Senior),Тестирование ПО,Функциональное тестирование,Разработка тест-кейсов,Автоматизация тестирования,Контроль качества,Баг-трекинг"
2020-10-20,Senior Product Designer,"Дизайн,Ведущий (Lead),UI/UX дизайн,UI/UX дизайн,Figma Design,Wireframes,Sketch"
2020-10-25,Тестировщик,"Тестирование,Средний (Middle),Тестирование ПО,Ручное тестирование,Функциональное тестирование,Регрессионное тестирование,Разработка тест-кейсов,Баг-трекинг,Автоматизация тестирования"
2020-10-25,Scala developer,"Бэкенд,Средний (Middle),Scala,Akka,PostgreSQL,Redis,Linux,JavaScript,ReactJS,Python,Docker"
2020-09-29,Инженер по автоматизированному тестированию,"Тестирование,Средний (Middle),Автоматизация тестирования,Python,Разработка тест-кейсов"
2020-09-29,Инженер по тестированию (Mobile),"Тестирование,Средний (Middle),Тестирование мобильных приложений,Ручное тестирование,Разработка тест-кейсов"
2020-10-26,DSP Programmer / низкоуровневая оптимизация цифровой обработки изображений,"Разработка ПО,Цифровой сигнальный процессор,Оптимизация кода,C,Assembler,Обработка изображений"
2020-10-23,Digital image processing SDK developer,"Разработка ПО,C,C++,Обработка изображений,Оптимизация кода"
2020-10-19,Python developer,"Бэкенд,Средний (Middle),Python,PostgreSQL,Linux,Django,Nginx,Docker,Git,Elasticsearch,Celery,Flask"
2020-09-29,QA engineer,"Тестирование,Средний (Middle),Тестирование ПО,Тестирование мобильных приложений,Разработка тест-кейсов,Функциональное тестирование,Ручное тестирование,Регрессионное тестирование,Баг-трекинг,Black box testing,Тестирование на приемлемость для пользователя"
2020-10-21,Ruby developer (senior/middle),"Бэкенд,Старший (Senior),Ruby on Rails,PostgreSQL,Rabbitmq,Git"
2020-10-21,PHP Developer ,"Бэкенд,Средний (Middle),PHP,PostgreSQL,Laravel,Git,Rabbitmq,Vue.js"
2020-10-16,Java Developer,"Бэкенд,Старший (Senior),Java spring framework,PostgreSQL,Rabbitmq,Docker,Java SE,ООП"
2020-10-16,.NET Developer,"Бэкенд,Старший (Senior),ООП,C#,.NET,SQL,.net core"
2020-10-27,Frontend-разработчик (Vue.js),"Фронтенд,Средний (Middle),JavaScript,Git,Saas,Vue.js,CSS,HTML,Node.js"
2020-10-27,PHP developer,"Бэкенд,Средний (Middle),PHP,Yii framework,MySQL,Git,Docker"
2020-10-19,Разработчик ETL подсистем/ Архитектор,"Разработка ПО,Старший (Senior),Etl,ReactJS,.NET"
2020-10-15,Backend Developer (Python),"Бэкенд,Старший (Senior),Python,Java,Amazon AWS,CI/CD methodologies"
2020-10-22,"Backend developer NodeJS, MongoDB","Бэкенд,JavaScript,Node.js,ExpressJS,MongoDB,Restful api,Высоконагруженные системы,ООП"
2020-10-07,Senior Java,"Бэкенд,Старший (Senior),Java EE"
2020-10-01,Full Stack Developer (JS/Python),"Разработка ПО,Веб-разработка,Python,JavaScript,Английский язык"
