date,title,skills
2020-10-22,Ведущий консультант CRM (Microsoft Dynamics),"Аналитика,Старший (Senior),MS Dynamics CRM,Бизнес-моделирование,Microsoft visio,Написание инструкций"
2020-10-22,"Ведущий разработчик Microsoft Dynamics CRM (C#, ASP.NET )","Разработка ПО,Средний (Middle),C#,Asp.net,Mssql,Iis,JavaScript,MS Dynamics CRM,JQuery"
2020-10-20,Solution architect (Anaplan),"Разработка ПО,Старший (Senior),Управление людьми,Scrum,Оптимизация бизнес-процессов"
2020-10-20,Функциональный архитектор 1С,"Менеджмент,Старший (Senior),Архитектура системы,Руководитель проектов 1с"
2020-10-20,Middle C#/.Net developer,"Фронтенд,Средний (Middle),JavaScript,.NET,C#"
2020-10-20,Frontend-разработчик,"Фронтенд,Старший (Senior),Электронная коммерция,Git,ReactJS"
2020-10-20,Разработчик ETL для BI решений (Microsoft),"Бэкенд,Средний (Middle),SQL,Mssql,Sql server reporting services,Ssis,Ssas,Службы отчётности sql server,Etl,Проектирование баз данных"
2020-10-20,PHP разработчик,"Разработка ПО,Средний (Middle),PHP,MySQL,MongoDB,Redis,Sphinx,ООП,Электронная коммерция,Magento"
2020-10-20,Тестировщик / QA-инженер,"Тестирование,Средний (Middle),SQL,Высоконагруженные системы,Тестирование ПО,Функциональное тестирование"
2020-10-20,Senior Java Developer,"Бэкенд,Старший (Senior),Java,Oracle,Java EE,SQL"
2020-10-26,Сетевой инженер,"Администрирование,Средний (Middle),Linux,Cisco ccnp,Маршрутизация,Сетевые технологии,Zabbix,Bash"
2020-10-20,Аналитик (менеджер локализации),"Разработка ПО,Младший (Junior),Управление проектами"
2020-10-19,Middle Data / Product Analyst (виртуальный ассистент),"Аналитика,Средний (Middle),Python,SQL"
2020-10-19,Data Scientist / Старший специалист по машинному обучению,"Другое,Старший (Senior),SQL,Python"
2020-10-15,Администратор сети,"Администрирование,Средний (Middle),Osi model,Windows forms,Microsoft visio"
2020-10-14,Старший разработчик Oracle,"Разработка ПО,Старший (Senior),Pl/sql,Базы данных,Oracle,Высоконагруженные системы"
2020-10-14,Data Engineer,"Другое,Средний (Middle),SQL,Python,Oracle,Hadoop"
2020-10-13,Инженер технической поддержки,"Поддержка,Средний (Middle),Microsoft Office,Английский язык"
2020-10-13,Системный аналитик (розничные системы),"Разработка ПО,Средний (Middle),SQL"
2020-10-13,Scrum-master/ Agile coach / Методолог продуктового подхода,"Разработка ПО,Средний (Middle),Scrum Master"
2020-10-13,Fullstack developer (Oracle + JavaScript),"Разработка ПО,Старший (Senior),Oracle plsql,JavaScript,Vue.js"
2020-10-27,Java-разработчик,"Бэкенд,Средний (Middle),Git,Docker,Redis,MongoDB,Java spring framework"
2020-10-26,IT аналитик (software) удаленно,"Аналитика,Средний (Middle),ООП,BPMN,Uml,Анализ требований,Системный анализ,Системная аналитика,Управление требованиями к ПО,Аналитика требований,Проектирование информационных систем"
2020-10-23,Специалист технической поддержки,"Администрирование,Средний (Middle),Linux"
2020-10-23,Middle Java-разработчик,"Бэкенд,Средний (Middle),Java,Базы данных,Docker,Java spring framework,PostgreSQL"
2020-10-22,Старший Java-разработчик/Teamlead,"Бэкенд,Старший (Senior),Java,SQL,MySQL,Java spring framework"
2020-10-22,Старший Java-разработчик/Teamlead,"Бэкенд,Старший (Senior),Java,SQL,MySQL,Java spring framework"
2020-10-22,Middle Java-разработчик,"Бэкенд,Средний (Middle),Spring Boot,SQL,MySQL,PostgreSQL,Java spring framework"
2020-10-22,Middle Java-разработчик,"Бэкенд,Средний (Middle),Spring Boot,PostgreSQL,SQL,MongoDB"
2020-10-20,"Инженер инфраструктуры (DevOps, Системный администратор)","Администрирование,Средний (Middle),Kubernetes,Ansible,Devops"
2020-10-20,Инженер-тестировщик/ QA engineer,"Тестирование,Средний (Middle),SQL"
2020-10-20,Старший Java-разработчик/Teamlead,"Бэкенд,Ведущий (Lead),Java,Английский язык,Spring Boot"
2020-10-20,Старший инженер автоматизированного тестирования/Senior QA engineer,"Тестирование,Старший (Senior),Python,Selenium,Тестирование ПО,Api интерфейсы,PostgreSQL,Java,Junit,Selenium ide"
2020-10-14,QA automation engineer,"Тестирование,Средний (Middle),Java,Selenium,Jira,Gitlab"
2020-10-14,Администратор баз данных MS SQL Server,"Администрирование,Средний (Middle),Администрирование ms sql,SQL,Базы данных,Высоконагруженные системы,Microsoft SQL server"
2020-10-14,DevOps engineer,"Администрирование,Старший (Senior),Docker,Linux,Git,PostgreSQL,Ansible,Elasticsearch"
2020-10-13,Программист C#,"Бэкенд,Средний (Middle),C#,Visual studio,Transact-sql,.NET,Windows forms,C++,Алгоритмы и структуры данных,Объектно-ориентированное проектирование,Многопоточность"
2020-09-24,Web-разработчик (full-stack) Middle/Senior,"Бэкенд,Средний (Middle),JavaScript,C#,CSS,HTML,ООП,Asp.net,JQuery,T-SQL"
2020-09-24,С# разработчик (в отдел Ядро),"Бэкенд,Средний (Middle),C#,Visual studio,Многопоточность,Объектно-ориентированное проектирование,SQL,Windows forms,Devexpress,Git,UI/UX дизайн,Разработка интерфейсов"
2020-10-22,QA Automation Engineer (AI),"Тестирование,Средний (Middle),JavaScript,Node.js,Gitlab,Автоматизация тестирования"
2020-10-21,Node.js Developer (Collaboration Tool),"Бэкенд,Старший (Senior),Node.js,MongoDB,Redis,Docker,Rabbitmq"
2020-10-21,Production Reliability Engineer (Java/Web),"Другое,Средний (Middle),Java,Web,SQL"
2020-10-21,"Java Developer (CyberSecuity,Video)","Бэкенд,Старший (Senior),Java,Scala,Английский язык"
2020-10-21,C/C++ Developer (Contact Center),"Бэкенд,Старший (Senior),C++,Linux,Sip,Freeswitch,Asterisk"
2020-10-21,Automation Infrastructure Engineer,"Другое,Средний (Middle),CI/CD methodologies,Python,Golang,Linux,Amazon AWS,Vmware,Kvm,Ruby,Puppet,Ansible,Chef,Виртуализация"
2020-10-21,Java developer (Contact Center),"Бэкенд,Средний (Middle),Java,Высоконагруженные системы,Docker,Kubernetes"
2020-10-21,Product Owner,"Другое,Средний (Middle),Управление продуктами"
2020-10-21,Senior DevOps engineer (Contact Center),"Администрирование,Старший (Senior),Devops,Kubernetes,Amazon AWS,Docker,Linux"
2020-10-14,"Разработчик на Python, back-end (middle+, senior)","Бэкенд,Средний (Middle),Python,Nginx,Git,Django,Docker,Kubernetes,Высоконагруженные системы"
2020-09-30,Консультант по настройке СДО ,"Аналитика,Информационные технологии,Автоматизация процессов,Презентации"
2020-09-30, Менеджер по продажам,"Продажи,It-консультирование"
2020-10-23,QA программист-тестировщик Laravel Dusk + Selenium,"Тестирование,Средний (Middle),Selenium,PHP,Автоматизация тестирования"
2020-10-22,Full-stack веб-разработчик (Laravel+Vue),"Бэкенд,Средний (Middle),Vue.js,JQuery,PHP,Linux,MySQL,Git,HTML,Laravel"
2020-10-21,Front-end разработчик - Vue,"Фронтенд,Средний (Middle),Vue.js,HTML,CSS,Адаптивная верстка,Twitter Bootstrap,Кроссбраузерная верстка,JQuery,Git"
2020-10-27,Системный аналитик / технологии онлайн-продаж,"Аналитика,Средний (Middle),Разработка ТЗ,Автоматизация процессов"
2020-10-14,Администратор баз данных Oracle,"Администрирование,Средний (Middle),Oracle dba,Администрирование баз данных,Администрирование серверов"
2020-10-14,Senior ReactJS разработчик / Мобильное приложение Хоум Кредит,"Фронтенд,Старший (Senior),JavaScript,ReactJS"
2020-10-14,Android разработчик / Мобильное приложение Хоум Кредит,"Приложения,Старший (Senior),Kotlin,Java,Разработка под Android"
2020-10-14,IOS Developer / Мобильное приложение Хоум Кредит,"Приложения,Старший (Senior),Swift,Разработка мобильных приложений,Разработка под iOS"
2020-10-14,Тестировщик / Карточные продукты,"Тестирование,Средний (Middle),Тестирование ПО,Функциональное тестирование,Soapui,Ручное тестирование,Регрессионное тестирование"
2020-10-14,Архитектор / Мобильное приложение,"Разработка ПО,Ведущий (Lead),Soa,Архитектура системы,Разработка программного обеспечения,.NET,.net core,Java"
2020-10-06,Scrum master / Shopping Cards,"Разработка ПО,Средний (Middle),Agile,Scrum,Kanban,Разработка продукта,Проектное планирование,Управление проектами,Управление IT-услугами"
2020-10-01,Разработчик Genesys,"Разработка ПО,Средний (Middle),Avaya"
2020-10-01,Разработчик Биг Дата / Развитие SmartData,"Разработка ПО,Средний (Middle),Scala,Hadoop"
2020-10-19,iOS Developer ,"Приложения,Старший (Senior),Swift,Разработка под iOS,Разработка мобильных приложений,Клиент-серверные приложения"
2020-10-19,QA  engineer,"Тестирование,Средний (Middle),Restful api,PostgreSQL,Java"
2020-10-19,Android Developer ,"Приложения,Старший (Senior),Kotlin,Mvvm"
2020-10-15,TeamLead backend developer (PHP),"Бэкенд,Ведущий (Lead),MySQL,Redis,ООП,PHP"
2020-10-14,Backend-разработчик,"Бэкенд,Средний (Middle),PostgreSQL,Git,PHP,Laravel,Docker"
2020-10-05,IOS developer,"Приложения,Средний (Middle),Разработка под iOS,C++,C,Swift"
2020-10-20,Системный аналитик,"Аналитика,Средний (Middle),Системный анализ,Системная аналитика,Разработка ТЗ,SQL"
2020-10-05,Data scientist,"Аналитика,Средний (Middle),Python,SQL,C#,C++"
2020-09-28,Python backend developer,"Бэкенд,Средний (Middle),Python,Django,PostgreSQL,Celery,Redis"
2020-10-20,Senior Javascript/Node.JS Разработчик,"Бэкенд,Старший (Senior),JavaScript,Node.js,Docker,Redis,Devops,Kubernetes,Высоконагруженные системы"
2020-10-14,"Senior Frontend Developer | Typescript, React/Redux","Фронтенд,Старший (Senior),Typescript,ReactJS,Redux,JavaScript,Webpack"
2020-10-14,Senior iOS разработчик,"Приложения,Старший (Senior),Swift,Разработка под iOS,Webrtc,Objective-С,Разработка мобильных приложений,Xcode,Autolayout,UIkit,Realm,Cocoa"
2020-10-20,Project manager (web-разработка),"Менеджмент,Старший (Senior),Управление проектами,Ведение переговоров,Управление разработкой,Разработка ТЗ,Проектное планирование,Бюджетирование проектов,Презентации,Управление людьми,Информационные технологии"
2020-10-07,Backend developer (Laravel),"Бэкенд,Средний (Middle),Laravel,PHP,JavaScript,CSS"
2020-10-06,Руководитель отдела веб-разработки,"Менеджмент,Ведущий (Lead),Управление проектами,Построение команды,Управление разработкой,Ведение переговоров,Управление людьми,Оптимизация бизнес-процессов,Управление бизнес-процессами,Презентации,Бюджетирование проектов"
2020-10-21,Backend разработчик (Node.js/TypeScript),"Бэкенд,Средний (Middle),Node.js,Typescript"
2020-10-20,Full stack программист (JS/PHP),"Разработка ПО,Средний (Middle),PHP,Symfony,Высоконагруженные системы,JavaScript,Yii framework,Zend Framework,ReactJS"
2020-10-20,Senior / Lead PHP Developer,"Разработка ПО,Ведущий (Lead),PHP,Высоконагруженные системы,Symfony,JavaScript,Docker,Git,MySQL,ReactJS"
2020-10-27,PHP разработчик,"Бэкенд,Старший (Senior),Phpunit,Symfony,Laravel,PostgreSQL,Git,Docker,Nginx"
2020-10-22,Python разработчик,"Бэкенд,Старший (Senior),Python,Docker,Flask,Git,PostgreSQL"
2020-10-19,Frontend разработчик,"Фронтенд,Старший (Senior),JavaScript,Git,ReactJS,Vue.js,HTML,CSS,Typescript"
2020-10-19,Инженер по тестированию,"Тестирование,Средний (Middle),Тестирование ПО,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов,Тестирование сайтов,Тестирование мобильных приложений,Баг-трекинг,Тестирование дизайна"
2020-10-20,QA Automation engineer ,"Тестирование,Средний (Middle),Автоматизация тестирования,Python,Selenium,Linux"
2020-10-05,Senior golang developer,"Бэкенд,Старший (Senior),Golang,Python,C++,Linux,Restful api,Высоконагруженные системы,Git"
2020-09-28,Scrum Master,"Менеджмент,Agile,Scrum,Управление людьми,Развитие бизнеса,Коучинг"
2020-10-27,Разработчик в Единое хранилище данных,"Бэкенд,Старший (Senior),Golang,C++,Python,Высоконагруженные системы,Распределённые вычисления"
2020-10-27,Разработчик ClickHouse,"Бэкенд,Старший (Senior),C++,Высоконагруженные системы,Распределённые вычисления"
2020-10-26,Разработчик в CRM Маркета,"Бэкенд,Старший (Senior),Java"
2020-10-23,Разработчик инфраструктуры обработки видео,"Бэкенд,Средний (Middle),C++,Java,Golang,Алгоритмы и структуры данных,Высоконагруженные системы"
2020-10-23,Специалист по машинному обучению в Видеохостинг,"Бэкенд,Средний (Middle),C++,Алгоритмы и структуры данных,Машинное обучение,Python"
2020-10-22,Системный администратор (стажер),"Администрирование,Стажёр (Intern),Python,Bash,HTTP,Unix"
2020-10-12,Frontend разработчик в Яндекс.Дзен,"Фронтенд,Средний (Middle),Typescript,ReactJS,JavaScript"
2020-10-05,Аналитик Яндекс.Браузера,"Аналитика,Python"
2020-10-01,Frontend разработчик в Яндекс.Еду,"Фронтенд,Средний (Middle),JavaScript,ReactJS,MobX,Typescript"
2020-10-01,C++ разработчик в Яндекс.Еду,"Бэкенд,Средний (Middle),C++,C++ stl,C++ boost"
2020-09-29,Frontend разработчик в Диалоги Алисы,"Фронтенд,Средний (Middle),JavaScript,Typescript,Node.js,ReactJS"
2020-10-27,Senior C# (.NET Core) developer - Remote,"Бэкенд,Старший (Senior),C#,.net core,SQL,Nosql,Docker,Английский язык,Agile,Scrum,Restful api"
2020-10-18,"Lead Frontend Developer (React, Typescript) - Remote ","Фронтенд,Старший (Senior),ReactJS,Typescript,Английский язык,Redux,Git,Scrum"
2020-10-12,"Senior Frontend Developer (React, Typescript) - Remote ","Фронтенд,Старший (Senior),ReactJS,Typescript,Английский язык,Redux,Git,Scrum"
2020-10-06,"Senior PHP Developer (Symfony, Laravel) - Remote","Бэкенд,Старший (Senior),Английский язык,PHP,Symfony,Laravel,Phpunit,PostgreSQL,MySQL,Git,Linux,Composer"
2020-10-22,Middle PHP Developer,"Бэкенд,Средний (Middle),PHP,Redis,PostgreSQL"
2020-10-22,Senior Frontend Developer (React),"Фронтенд,Старший (Senior),JavaScript,ReactJS,Redux,Typescript"
2020-10-19,Frontend Developer (React),"Фронтенд,Средний (Middle),JavaScript,ReactJS,Redux"
2020-10-22,Android Software Developer,"Приложения,Старший (Senior),Компьютерное зрение,Android studio,Разработка под Android,Kotlin"
2020-10-07,Senior Python Backend Developer,"Бэкенд,Старший (Senior),Python,Golang,PostgreSQL,SQL,Linux,MySQL,Django,Docker"
2020-10-05,Head of DevOps,"Администрирование,Ведущий (Lead),Devops,CI/CD methodologies,Облачные вычисления,Linux,Docker,Dns,HTTP,Tcp"
2020-10-26,Бэкэнд разработчик на Битрикс,"Бэкенд,Старший (Senior),1с-битрикс,PHP,Git"
2020-10-25,Исследователь в студию Genue,"Другое,Средний (Middle),Проведение исследований"
2020-10-25,Продуктовый дизайнер,"Дизайн,Средний (Middle),UI/UX дизайн,Дизайн продукта,Проектирование интерфейсов,Дизайн мобильных приложений,Веб-дизайн"
2020-10-23,Rust разработчик,"Бэкенд,Rust,Webrtc,Видеостриминг,Kubernetes"
2020-10-22,Ruby on rails разработчик (Middle/Senior),"Бэкенд,Старший (Senior),Ruby on Rails,Ruby,Git,Redis,MySQL,SQL"
2020-10-21,​Разработчик Front-end (middle/senior),"Фронтенд,Старший (Senior),JavaScript,ReactJS,Redux"
2020-10-16,React Native разработчик,"Приложения,Средний (Middle),React Native,JavaScript"
2020-10-09,Backend разработчик (PHP),"Бэкенд,Средний (Middle),PHP,PostgreSQL,Yii framework,Docker,Codeception"
2020-09-28,Backend разработчик (PHP),"Бэкенд,Средний (Middle),PHP,MySQL,Rest,Api интерфейсы,Git,Linux"
2020-10-23,Frontend-разработчик React.js,"Фронтенд,Средний (Middle),JavaScript,Node.js,ReactJS,CSS,ExpressJS,HTML,JQuery"
2020-10-21,PHP разработчик (Yii2/Symphony/Laravel),"Бэкенд,Средний (Middle),PHP,Laravel,Yii framework,Symfony,SQL,Rest,Phpunit,Codeception,ООП,Solid"
2020-10-11,JavaScript React разработчик ,"Фронтенд,Средний (Middle),JavaScript,Git,MySQL,PostgreSQL,ReactJS,Redux,Node.js,Typescript"
2020-10-21,Sharepoint разработчик,"Разработка ПО,Средний (Middle),C#,Sharepoint,Microsoft SQL server,.NET,Asp.net,WCF"
2020-10-22,Ведущий системный аналитик,"Аналитика,Ведущий (Lead),Uml,BPMN,Microsoft visio,Системный анализ,Системная аналитика"
2020-10-22,React Team Lead,"Фронтенд,Ведущий (Lead),JavaScript,ReactJS,Redux"
2020-10-22,DevOps ,"Другое,Средний (Middle),Docker,Ansible,CI/CD methodologies,Gitlab"
2020-10-26,Senior Product Manager,"Менеджмент,Старший (Senior),Управление проектами,Управление людьми,Организация бизнес-процессов,Agile,Разработка продукта,Автоматизация процессов,Стратегическое планирование,Scrum,Управление продуктами"
2020-10-26,Senior Frontend (React) Developer REMOTE,"Фронтенд,Средний (Middle),JavaScript,ReactJS,Redux,HTTP,HTML,Git"
2020-10-26,Senior Python Backend Developer (Remote),"Бэкенд,Старший (Senior),Python,SQL,MongoDB,Redis,asyncio,Git,Docker"
2020-10-26,Go Developer (Middle/Senior),"Бэкенд,Средний (Middle),Golang,Java,PHP,C#,C++"
2020-10-26,iOS Developer (Middle/Senior),"Приложения,Средний (Middle),Swift,UIkit,Разработка под iOS,Foundation,CoreData"
2020-10-21,Android Developer (Middle/Senior),"Приложения,Старший (Senior),Android studio,Kotlin,ООП,Java,Git,Mvvm,HTTP,XML,gRPC"
2020-10-07,Системный аналитик,"Аналитика,Старший (Senior),Системный анализ,Анализ требований,BPMN,Jira,Разработка ТЗ"
2020-10-07,Дата-инженер / Разработчик,"Бэкенд,Старший (Senior),PHP,ООП,MySQL,Bash,Git,Большие данные"
2020-10-03,Unity 3D Developer,"Фронтенд,Средний (Middle),Unity3d,C#,Клиент-серверные приложения,Git"
2020-10-03,3D Generalist ,"Дизайн,Средний (Middle),3d моделирование,Adobe Photoshop,Adobe After Effects"
2020-10-03,Server Application Developer ,"Бэкенд,Средний (Middle),C++,Разработка игр,Linux,Git,C#"
2020-10-22,Secure Backend Engineer,"Информационная безопасность,Старший (Senior),Python"
2020-10-22,Senior Gateway Engineer,"Бэкенд,Старший (Senior),Rust"
2020-10-22,Senior Platform Engineer,"Бэкенд,Rust"
2020-10-22,Senior Backend Engineer,"Бэкенд,Старший (Senior),Rust,Golang,C++"
2020-10-22,Senior Frontend Engineer,"Фронтенд,Старший (Senior),Webgl,Canvas,D3.js,Typescript,JavaScript,CSS"
2020-10-25,Специалист по WordPress,"Дизайн,Старший (Senior),JavaScript,Wordpress,Adobe Photoshop,Figma Design"
2020-10-25,Системный IT Администратор (УДАЛЁННАЯ РАБОТА),"Администрирование,Старший (Senior),Системное администрирование,Администрирование серверов,Linux,Jira,Nginx,Apache,Docker,Git"
2020-10-25,Project Manager (REMOTE),"Менеджмент,Ведущий (Lead),Jira,Английский язык,Управление людьми,Управление проектами,Управление IT-услугами"
2020-10-25,"SeniorLead Front-end разработчик (React Native, React) УДАЛЁННАЯ РАБОТА","Фронтенд,Старший (Senior),React Native,Agile,Scrum,Jira,Gitlab,git-flow,Typescript,Английский язык"
2020-10-25,Senior Laravel/Vue.js Developer (Удалённая работа),"Бэкенд,Старший (Senior),JavaScript,Laravel,Git,Vue.js,Soap,MySQL,Rest,PostgreSQL,Разработка мобильных приложений"
2020-10-26,Jav-разработчик,"Бэкенд,Старший (Senior),Java,Java spring framework,Hibernate,Docker"
2020-10-26,iOS-разработчик,"Приложения,Средний (Middle),Swift,Realm,Разработка под iOS,Разработка под iOS,Разработка мобильных приложений"
2020-10-26,Разработчик ОС Linux,"Бэкенд,Средний (Middle),Linux"
2020-10-26,Разработчик Android (middle),"Приложения,Средний (Middle),Android studio,Разработка под Android,Разработка мобильных приложений,Kotlin"
2020-10-26,Android developer,"Приложения,Средний (Middle),Разработка под Android,Kotlin"
2020-10-26,PHP-разработчик backend (Совкомбанк Технологии),"Бэкенд,Средний (Middle),PHP,Symfony,Redis,ООП,Yii framework"
2020-10-23,Frontend-разработчик  Vue (Совкомбанк Технологии),"Фронтенд,Средний (Middle),Vue.js,JavaScript,PHP"
2020-10-26,Руководитель отдела маркетинга,"Маркетинг,Ведущий (Lead),Интернет маркетинг,Стратегический маркетинг,Маркетинговые исследования,Управление проектами,Медиапланирование,Английский язык"
2020-10-26,Product manager,"Менеджмент,Старший (Senior),Управление проектами,Управление продуктами,Английский язык"
2020-10-26,Data Scientist/Data Analyst,"Аналитика,Средний (Middle),SQL,Датамайнинг,Английский язык,Mssql,Mathcad,Python,R"
2020-10-26,Программист 1C,"Разработка ПО,Средний (Middle),Администрирование ms sql,Разработка программного обеспечения,Mssql,Администрирование 1с"
2020-10-26,.net разработчик,"Разработка ПО,Средний (Middle),Windows forms,Soa,C#,PostgreSQL,XML"
2020-10-23,Java-разработчик (Совкомбанк Технологии),"Бэкенд,Java,SQL,Git"
2020-10-23,QA-инженер (Совкомбанк Технологии),"Тестирование,Тестирование ПО,Контроль качества,Баг-трекинг,Soapui,SQL,Oracle,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов"
2020-10-02,Руководитель ИТ проектов (Совкомбанк Технологии),"Администрирование,Средний (Middle),Управление проектами,Проектное планирование,Автоматизация процессов,Разработка продукта,Agile,Разработка ТЗ"
2020-10-22,IOS  (RxSwift) Middle/Middle+ Developer,"Приложения,Средний (Middle),Swift,Разработка под iOS,Cocoa,git-flow,Zeplin,Figma Design"
2020-10-15,Системный аналитик,"Аналитика,Средний (Middle),SQL,Jira,Uml,Системная аналитика,Microsoft Excel,Microsoft powerpoint,Agile,Внедрение CRM"
2020-10-07,PHP Developer Middle/Senior,"Бэкенд,Средний (Middle),PHP,Yii framework,SQL,Git,Restful api,Docker,Solid,Redis,Jira,Phpunit,Codeception,Oracle"
2020-10-07,Frontend Developer Middle/Senior,"Фронтенд,Средний (Middle),JavaScript,Git,Linux,ReactJS,HTML,CSS,React Native,Jira,git-flow,Websockets,Restful api"
2020-10-26,Product owner / Product manager,"Менеджмент,Управление продуктами"
2020-10-16,Android-разработчик (kotlin),"Приложения,Средний (Middle),Kotlin,RxJava 2,Mvvm,Клиент-серверные приложения,Git"
2020-10-16,Backend-разработчик (php),"Бэкенд,PHP,MySQL,Git,Linux,ООП"
2020-10-01,Java Developer Middle/Middle+/Senior (Удаленно),"Бэкенд,Средний (Middle),Java,MySQL,Java spring framework,SQL,PostgreSQL,Java EE,Solid,Docker,Apache maven,Gradle,Rest"
2020-10-14,Project manager,"Менеджмент,Средний (Middle),Управление проектами,Построение команды,Управление людьми,Управление разработкой"
2020-10-12,Frontend-разработчик (middle/senior),"Разработка ПО,Средний (Middle),Typescript,HTML,CSS,Node.js,ООП"
2020-10-26,Senior Golang Engineer,"Бэкенд,Старший (Senior),Golang"
2020-10-26,Senior Full-Stack JavaScript Developer,"Разработка ПО,Старший (Senior),JavaScript,Node.js,Typescript,PostgreSQL"
2020-10-26,Front-end developer,"Фронтенд,Средний (Middle),JavaScript,Typescript,HTML,CSS,Git"
2020-10-26,Golang Engineering Team Lead,"Разработка ПО,Ведущий (Lead),Golang"
2020-10-26,"Mobile Software Engineer, iOS","Разработка ПО,Swift"
2020-10-21,Руководитель авто тестеров,"Тестирование,Ведущий (Lead),Управление проектами,Оптимизация бизнес-процессов,Автоматизация процессов"
2020-10-21,Node.JS разработчик ,"Бэкенд,Средний (Middle),Node.js,ООП"
2020-10-21,Senior Tech recruiter / IT Рекрутер,"Кадры,Старший (Senior),Управление людьми"
2020-10-21,Младший / Junior NodeJS разработчик,"Бэкенд,Младший (Junior),ООП,Node.js,Redis,Rabbitmq,Docker,Elasticsearch,Nginx,Git,Jira"
2020-10-21,Архитектор (Node.JS),"Бэкенд,Старший (Senior),ООП,Базы данных,Высоконагруженные системы"
2020-10-16,Middle PHP-разработчик,"Бэкенд,Средний (Middle),PHP,SQL,Docker,PostgreSQL,MySQL,Yii framework,Redis,Git"
2020-10-16,Middle DevOps инженер,"Администрирование,CI/CD methodologies,Prometheus,SQL,Devops,Docker,Linux,PostgreSQL,Unix"
2020-10-13,Аналитик баз данных,"Аналитика,Средний (Middle),SQL,Яндекс.Метрика,Google Analytics,Microsoft Excel,Python,Qlik Sense"
2020-10-02,Фулстек php/vue.js,"Разработка ПО,Ведущий (Lead),JavaScript,PHP,Git,PostgreSQL,Redis,Yii framework,Docker"
2020-10-02,Разработчик Android,"Приложения,Старший (Senior),Kotlin,Разработка под Android,Android studio,Разработка мобильных приложений,Api яндекс.карт"
2020-10-22,Senior iOS Developer,"Приложения,Старший (Senior),Swift,Objective-С,CoreData,Разработка под iOS,Разработка мобильных приложений,Mvvm,Opencv,C++,Gitlab"
2020-10-19,Специалист сервисной поддержки (2-я линия),"Поддержка,Старший (Senior),Техническая поддержка,Linux"
2020-10-19,Аналитик по управлению данными,"Аналитика,Старший (Senior),Английский язык,Грамотность,Microsoft Excel"
2020-10-19,QA Engineer,"Тестирование,Средний (Middle),Ручное тестирование,Тестирование ПО"
2020-10-12,Системный администратор (DevOps),"Администрирование,Старший (Senior),Linux,Bash,Unix,Docker,Osi model,SQL,Zabbix,Python,Git"
2020-10-22,Ведущий разработчик Java,"Приложения,Ведущий (Lead),Java,JavaScript,SQL,Java persistence api,Rest,Soap,Ibm websphere,Oracle sql,Junit,Git,Java spring framework"
2020-10-22,Web Разработчик,"Разработка ПО,Средний (Middle),.NET,.net core,Angular,JQuery,Knockout.js,SQL,HTML,CSS"
2020-10-21,Разработчик Android,"Приложения,Средний (Middle),Kotlin,Solid,Restful api,Gradle,RxJava 2"
2020-10-21,Разработчик IOS ,"Приложения,Средний (Middle),Swift,Objective-С,Foundation,UIkit,CoreData,Solid,ООП"
2020-10-21,Аналитик бизнес процессов,"Аналитика,Средний (Middle),Бизнес аналитика,BI,BPMN,Uml,Бизнес-анализ,Описание бизнес-процессов,Бизнес-моделирование"
2020-10-27,Программист 1С ,"Разработка ПО,Разработка под 1с,Администрирование 1с,Оптимизация кода"
2020-10-05,Frontend-разработчик (Middle),"Фронтенд,Средний (Middle),JavaScript,ReactJS,Redux,Docker,Linux,Git,Angular,Vue.js,JQuery,Typescript"
2020-10-05,Backend-разработчик (Middle),"Бэкенд,Средний (Middle),Linux,Yii framework,PostgreSQL,Git,SQL,PHP,Golang,Java,Yii framework,Laravel"
2020-10-05,Frontend-разработчик (Senior),"Фронтенд,Старший (Senior),JavaScript,Git,Linux,Typescript,Адаптивная верстка,Vue.js,Angular,ReactJS,Redux,JQuery"
2020-10-05,Backend-разработчик (Senior),"Бэкенд,Старший (Senior),PostgreSQL,Yii framework,PHP,Java,Golang,Laravel,Git,Linux,Symfony"
2020-10-22,UX/UI дизайнер,"Дизайн,Средний (Middle),UI/UX дизайн,Adobe Photoshop,Figma Design,Sketch,Дизайн мобильных приложений"
2020-10-22,Site Reliability Engineer (SRE/DevOps),"Администрирование,Старший (Senior),Docker,Kubernetes,Nginx,Gitlab,Devops,Администрирование Linux,CI/CD methodologies,Ansible,Zabbix"
2020-10-19,QA-инженер,"Тестирование,Средний (Middle),Git,PostgreSQL,SQL,Redis,Базы данных,Тестирование ПО,Функциональное тестирование,Ручное тестирование,Баг-трекинг,Teamcity"
2020-10-19,Backend Developer (Node.JS),"Бэкенд,Средний (Middle),JavaScript,Git,MySQL,PostgreSQL,Docker,Redis,Rabbitmq,Kubernetes,SQL,Node.js"
2020-10-19,Frontend Developer,"Фронтенд,Средний (Middle),JavaScript,PostgreSQL,Git,Docker,Redis,ReactJS,Redux,Node.js,Sass,HTML"
2020-10-26,Разработчик мобильных приложений (JavaScript),"Фронтенд,Angular,JavaScript,HTML,CSS,Apache cordova,Ionic Framework,Rest,Android studio"
2020-10-26,Архитектор Центра внедрения и сопровождения Департамента аналитических систем,"Разработка ПО,Ведущий (Lead),Oracle plsql,Проектирование баз данных,Dwh"
