date,title,skills
2020-06-02,Системный аналитик / Mission critical system,"Аналитика,Средний (Middle),Rest,Soap,Etl"
2020-03-20,Android разработчик,"Разработка ПО,Старший (Senior),Разработка под Android,Java,Kotlin"
2020-03-20,Руководитель разработки .NET,"Разработка ПО,.NET"
2020-03-19,Бизнес-аналитик / мобильное приложение,"Аналитика,Средний (Middle),Построение бизнес-моделей,Бизнес аналитика,Анализ требований"
2020-03-19,Системный аналитик / фронт-офисные системы,"Аналитика,Средний (Middle),Разработка ТЗ,Оптимизация бизнес-процессов"
2020-03-12,Специалист поддержки интеграционных решений (Kafka),"Поддержка,Старший (Senior),Kafka"
2020-03-03,Аналитик CRM,"Аналитика,Младший (Junior),SQL,Базы данных,Работа в команде"
2020-02-01,Бизнес-аналитик / Общебанковские процессы,"Аналитика,Младший (Junior),Бизнес аналитика,Анализ требований,Бизнес-анализ,BPMN,Uml"
2020-08-25,Team Lead /Руководитель отдела web-разработки,"Разработка ПО,Ведущий (Lead),JavaScript,.NET,Ajax,ООП,MySQL,Высоконагруженные системы,Проектирование архитектуры приложений,JQuery,CSS,Веб-разработка"
2020-08-07,Автор/Технический писатель,"Контент,Написание инструкций,Литературное редактирование,Написание сценариев,Анализ требований,Описание бизнес-процессов,Аналитика требований"
2020-05-17,Программист-аналитик VBA,"Аналитика,Средний (Middle),SQL,Visual basic,Ms access,Анализ требований,Бизнес аналитика"
2019-11-06,Бизнес-аналитик,"Аналитика,Средний (Middle),Бизнес аналитика,Анализ требований,Uml,BPMN"
2019-10-08,Product owner,"Менеджмент,Старший (Senior),Управление проектами,Управление разработкой,Управление людьми,Построение команды,Оптимизация бизнес-процессов,Управление продуктами"
2019-10-08,Инженер DevOps / Технологии онлайн-продаж,"Администрирование,Средний (Middle),Devops"
2019-10-02,Ведущий Frontend разработчик,"Фронтенд,Ведущий (Lead),JavaScript,ReactJS,Redux,HTML,CSS,Angular"
2019-10-02,Ведущий программист PHP ,"Бэкенд,Ведущий (Lead),PHP,1с-битрикс,JavaScript,CSS,HTML,JQuery"
2019-10-01,Системный аналитик,"Аналитика,Средний (Middle),Системная аналитика,Разработка ТЗ"
2019-08-19,Solution/системный архитектор,"Разработка ПО,Архитектура системы"
2019-08-19,Solution Архитектор (Риски CRM) / Развитие архитектуры,"Разработка ПО,Ведущий (Lead),Soa,Dwh,Business intelligence,Архитектура системы"
2019-08-08,Full-stack разработчик / Технологии онлайн-продаж,"Разработка ПО,Средний (Middle),Java,Java spring framework,PostgreSQL"
2019-07-11,Разработчик SAP ABAP ,"Разработка ПО,Средний (Middle),Abap,SAP,Разработка программного обеспечения"
2019-07-11,Разработчик Java/Карты,"Разработка ПО,Средний (Middle),Java,Oracle,XML,Jdbc,Restful webservices,Oracle weblogic server"
2020-01-09,Бизнес аналитик / мобильное приложение,"Аналитика,Средний (Middle),Бизнес аналитика,BPMN,Uml"
2019-12-17,Android разработчик,"Приложения,Старший (Senior),Android studio,Разработка под Android,Kotlin,Java,Git"
2019-12-17,IOS разработчик,"Приложения,Старший (Senior),Разработка под iOS,Swift,Objective-С,Разработка мобильных приложений"
2019-12-06,UI Дизайнер (middle / senior),"Дизайн,Старший (Senior),Веб-дизайн,UI/UX дизайн,Адаптивный дизайн,Разработка интерфейсов,Figma Design,Дизайн продукта,Zeplin,Sketch,Adobe Photoshop"
2019-11-22,Разработчик C#/ASP.NET,"Разработка ПО,Средний (Middle),C#,Asp.net,.NET"
2019-11-06,Администратор БД PostgreSQL,"Администрирование,Старший (Senior),Базы данных,PostgreSQL"
2019-07-11,Frontend разработчик,"Фронтенд,JavaScript,ReactJS,Redux"
2019-07-11,Ведущий разработчик Oracle,"Разработка ПО,Старший (Senior),Oracle plsql,Oracle"
2019-07-11,Дизайнер,"Дизайн,Средний (Middle),Полиграфический дизайн,Графический дизайн,Веб-дизайн,Создание скетчей,Дизайн концептов,Дизайн лендингов,Создание баннеров"
2019-06-11,Архитектор BigData SAS,"Аналитика,Ведущий (Lead),Большие данные,Hadoop,SAS"
2019-06-11,Аналитик BigData SAS ,"Аналитика,Старший (Senior),SAS,Hadoop,Большие данные"
2019-05-29,Tech lead Hadoop ,"Разработка ПО,Hadoop,Spark,Scala,Java,Python"
2019-05-22,Системный аналитик / мобильное приложение,"Аналитика,Средний (Middle),Анализ требований"
2019-05-22,Бизнес-аналитик / Карты,"Аналитика,Средний (Middle),Оптимизация бизнес-процессов,Автоматизация процессов,Scrum,Jira"
2019-05-22,Front end developer,"Фронтенд,Средний (Middle),JavaScript,HTML,CSS,Redux,ReactJS,Webpack"
2019-04-24,Разработчик DWH (BigData система),"Разработка ПО,Dwh,Etl,Oracle plsql"
2019-04-24,Scrum master,"Разработка ПО,Scrum,Agile,Построение команды"
2019-04-16,Разработчик Oracle,"Разработка ПО,Средний (Middle),Oracle plsql,Pl/sql"
2019-04-12,Разработчик Java / Микросервисы,"Бэкенд,Старший (Senior),Java,Java spring framework"
2019-05-28,DevOps инженер,"Разработка ПО,Старший (Senior),C#"
2019-05-28,DevOps-инженер,"Разработка ПО,Старший (Senior),Большие данные,Разработка программного обеспечения,Hadoop,Kafka,Высоконагруженные системы,Linux"
2019-05-27,Ведущий разработчик MS SQL,"Разработка ПО,Старший (Senior),MySQL,Высоконагруженные системы,Базы данных"
2019-05-27,Администратор БД,"Администрирование,MySQL,SQL,Администрирование баз данных,Мониторинг"
2019-04-15,Backend-разработчик С# / Программист C#,"Бэкенд,Средний (Middle),C#,Visual studio,Git"
2019-03-12,Front-end разработчик WEB,"Фронтенд,Средний (Middle),HTML,CSS,JavaScript,JQuery,Gulp,Babel,ReactJS,Redux"
2019-03-12,UX/UI Дизайнер / WEB Дизайнер,"Дизайн,Средний (Middle),Adobe Photoshop,Adobe Illustrator,Sketch,Figma Design,Проектирование интерфейсов,UI/UX дизайн"
2019-01-13,Дизайнер UI/UX,"Дизайн,UI/UX дизайн,Веб-дизайн"
2019-01-10,Ведущий разработчик MS SQL,"Бэкенд,SQL"
2018-10-09,IOS Разработчик,"Приложения,Разработка под iOS,Objective-С,.NET"
2020-06-17,PHP-разработчик,"Бэкенд,PHP,Yii framework,Symfony,ClickHouse,Kafka,Rabbitmq,Docker,Redis,MySQL,Nginx"
2020-10-04,Front-end разработчик - Vue (Сибирь или Дальний Восток),"Фронтенд,Средний (Middle),Vue.js,HTML,CSS,Адаптивная верстка,Twitter Bootstrap,Кроссбраузерная верстка,JQuery,Git"
2020-09-04,Тестировщик веб-приложения (Владивосток / Хабаровск / Дальний Восток),"Тестирование,Средний (Middle),Тестирование ПО,Функциональное тестирование,Ручное тестирование,Тестирование сайтов,Разработка тест-кейсов,Тестирование методом свободного поиска,Контроль качества"
2019-02-13,Fullstack PHP/Vue.js веб-разработчик (Владивосток / Хабаровск / Дальний Восток ),"Бэкенд,Старший (Senior),PHP,Linux,MySQL,Git,Vue.js,JQuery,HTML,Laravel"
2020-07-14,Team lead/CTO,"Менеджмент,Ведущий (Lead),Python,Высоконагруженные системы,Архитектура системы,Devops,JavaScript,SQL"
2017-10-02,Системный аналитик,"Аналитика,Системная аналитика,Анализ требований,Управление требованиями к ПО,Планирование,Тестирование ПО,Внедрение CRM,Agile,Scrum,Kanban"
2017-09-28,INIST Support Specialist,"Администрирование,MySQL,Oracle"
2017-09-28,Dwh architect,"Бэкенд,Dwh,Business intelligence,Oracle,SQL,Ibm db2"
2017-09-27,Team lead группы разработки банковского ПО,"Разработка ПО,Java spring framework,Osgi,Jenkins,PostgreSQL,Mssql,Oracle,Apache maven,Docker,Ansible,Git"
2020-09-04,QA Director,"Тестирование,Ведущий (Lead),Linux,Embedded linux,Restful api,Python,C++,Qt qml"
2020-09-04,QA Engineer (нагрузочное тестирование),"Тестирование,Нагрузочное тестирование,Автоматизация тестирования,Java,Python,JavaScript,Linux,Api интерфейсы,Высоконагруженные системы"
2020-08-07,Аккаунт менеджер,"Продажи,Продажи"
2020-08-07,Менеджер по продажам,"Продажи,Продажи"
2020-08-07,Head of Product,"Продажи,Ведущий (Lead),Управление продуктами"
2020-08-03,DevOps инженер,"Администрирование,Старший (Senior),Администрирование Linux,Puppet,Devops,CI/CD methodologies"
2020-07-28,Java-разработчик/ Backend Developer (Java),"Бэкенд,Средний (Middle),Java,Kotlin,Java spring framework"
2020-07-28,QA automation engineer,"Тестирование,Старший (Senior),Restful api,Git,MySQL,Java"
2019-03-26,Senior Java developer,"Бэкенд,Старший (Senior),Java,Java spring framework,Hibernate"
2018-11-19,Lead frontend developer (React),"Фронтенд,Ведущий (Lead),ReactJS,Redux"
2018-11-18,Lead Java Backend developer ,"Бэкенд,Ведущий (Lead),Java,Java spring framework,Управление разработкой"
2020-03-12,Frontend developer,"Фронтенд,Средний (Middle),ReactJS,JavaScript,Git,PHP,JQuery,HTML,Веб-разработка"
2020-03-12,Backend developer,"Бэкенд,Средний (Middle),JavaScript,PHP,1с-битрикс"
2020-03-12,Backend developer (Laravel),"Бэкенд,Младший (Junior),PHP,Laravel,JavaScript,MySQL"
2020-03-12,Team Lead of Frontend-development,"Фронтенд,Ведущий (Lead),ReactJS,Redux,Node.js,1с-битрикс"
2020-03-12,Team Lead of Backend-development,"Бэкенд,Ведущий (Lead),JavaScript,PHP,Git,Laravel,1с-битрикс,Управление людьми,Обучение персонала"
2019-04-12,IOS Team Lead,"Приложения,Ведущий (Lead),Разработка под iOS,Swift,Objective-С,Разработка мобильных приложений"
2019-03-04,UX Дизайнер,"Дизайн,Средний (Middle),UI/UX дизайн,Дизайн мобильных приложений,Sketch,Axure,Разработка интерфейсов,Прототипирование,Проектирование интерфейсов"
2019-02-26,Android разработчик,"Приложения,Разработка под Android,Разработка мобильных приложений"
2018-11-02,Разработчик Hadoop,"Разработка ПО,Старший (Senior),Hadoop"
2018-10-22,Интернет-маркетолог,"Маркетинг,Средний (Middle),SMM,Контекстная реклама,Интернет маркетинг,Контент маркетинг,Программатик реклама,Яндекс.Метрика"
2018-10-12,Middle DevOps/Ops,"Администрирование,Средний (Middle),Linux,Ansible,Системное администрирование,Kubernetes,Redis,Rabbitmq,Elasticsearch,SQL"
2018-10-11,Менеджер продукта,"Менеджмент,Старший (Senior),Управление проектами,Управление продуктами,Построение команды,Организация бизнес-процессов,Оптимизация бизнес-процессов"
2018-10-11,Менеджер продукта,"Менеджмент,Старший (Senior),Управление проектами,Управление продуктами,Построение команды,Организация бизнес-процессов,Оптимизация бизнес-процессов"
2018-10-10,Системный аналитик в команду RND.,"Аналитика,Средний (Middle),Soap"
2018-10-09,Специалист по тестированию ,"Тестирование,Младший (Junior),Ручное тестирование,Тестирование ПО,Тестирование мобильных приложений"
2018-10-05,Веб-дизайнер,"Дизайн,Старший (Senior),Sketch,Adobe Illustrator,Adobe Photoshop,Zeplin,UI/UX дизайн,Дизайн мобильных приложений,Веб-дизайн"
2018-10-04,Python разработчик,"Бэкенд,Средний (Middle),Python,Docker,PostgreSQL,Django,Elasticsearch,Redis"
2018-09-11,Главный системный аналитик,"Аналитика,Старший (Senior),Jira,Разработка решений по интеграции,Pl/sql"
2020-08-15,Senior LEAD PHP Developer - Remote,"Бэкенд,Старший (Senior),Английский язык,PHP,Symfony,PostgreSQL,MySQL,Git"
2020-08-14,Senior Frontend Developer - Remote,"Фронтенд,Старший (Senior),ReactJS,Typescript,Английский язык,Redux,Git,Scrum"
2020-08-12,Senior PHP Developer - Remote,"Бэкенд,Старший (Senior),Английский язык,PHP,Symfony,PostgreSQL,MySQL,Git"
2020-07-16,Senior Javascript Developer - Remote,"Бэкенд,Старший (Senior),JavaScript,Node.js,Windows azure,Английский язык"
2020-07-08,Senior Full Stack Developer - Remote,"Бэкенд,Старший (Senior),PHP,Laravel,JavaScript,Git,CSS,HTML"
2018-09-03,Java Team Lead ,"Разработка ПО,Java,Java EE,Java spring framework"
2018-06-20,Senior JAVA Developer,"Бэкенд,Java,Базы данных,Java spring framework"
2018-01-31,Java-разработчик,"Разработка ПО,Java,Java spring framework,Java EE,SQL,PostgreSQL,Git"
2017-10-30,Руководитель группы разработки карточных продуктов,"Разработка ПО,Pl/sql,Разработка программного обеспечения,Oracle,Oracle plsql,Oracle sql"
2017-10-11,Data Engineer,"Разработка ПО,Spark,Hadoop,Java,Scala,Python,Git"
2017-08-02,Дизайнер Интерфейсов,"Дизайн,Sketch,UI/UX дизайн,Дизайн мобильных приложений,Прототипирование,Проектирование интерфейсов,Веб-дизайн,Адаптивный дизайн,Дизайн продукта,Разработка интерфейсов"
2017-03-21,"UI / UX Designer, Дизайнер Интерфейсов","Дизайн,Sketch,UI/UX дизайн,Прототипирование,Дизайн мобильных приложений,Проектирование интерфейсов,Дизайн продукта,Wireframes,Адаптивный дизайн,Разработка интерфейсов"
2017-02-24,Разработчик PHP (Битрикс),"Бэкенд,PHP,Restful api,1с-битрикс,XML"
2020-05-24,IBM BPM Developer - Remote,"Разработка ПО,Старший (Senior),Английский язык"
2017-02-24,Специалист по интеграции,"Администрирование,Restful api,XML,1с-битрикс,Linux,Django,PHP"
2017-02-07,Веб аналитик,"Маркетинг,MySQL,JavaScript,HTML,CSS,Business intelligence,Dwh"
2017-02-07,SEO Специалист ,"Маркетинг,Поисковая оптимизация,CSS,HTML,Веб аналитика"
2016-12-12,Python developer,"Бэкенд,PostgreSQL,MongoDB,Python,Высоконагруженные системы,ООП,Django,Docker,Rabbitmq,Elasticsearch,SQL"
2019-01-26,Frontend ‎developer (React),"Фронтенд,Средний (Middle),JavaScript,PHP,ООП,ReactJS,Webpack,Redux,Gulp,Angular,Кроссбраузерная верстка,Less,Sass"
2018-10-29,Full Stack developer (PHP/ JavaScript),"Бэкенд,Средний (Middle),PHP,JavaScript,ООП,Git,MySQL,Yii framework,Laravel,Docker,Rest,Soap,ReactJS,Webpack"
2017-10-30,IOS раз‎работчик,"Приложения,Objective-С,Swift,Разработка под iOS,Разработка мобильных приложений,Xcode,CoreData,Cocoa touch,UIkit,Facebook api,Foundation"
2017-10-23,Консультант ‎поддержки 1С,"Другое,Разработка под 1с,It-консультирование"
2017-10-23,Системный а‎дминистратор,"Администрирование,Bash,Asterisk,Zabbix,Centos,Nginx,MySQL,1с-битрикс,Iptables,Администрирование Linux,Apache"
2020-05-21,IT Cloud Engineer,"Администрирование,Старший (Senior),Tcp,Dns,HTTP,Облачные вычисления"
2019-07-17,Cпециалист в команду поддержки,"Поддержка,Средний (Middle),Поддержка клиентов,Техническая поддержка"
2019-07-17,Software Developer/Researcher (Computer Vision and Deep Learning),"Разработка ПО,Старший (Senior),Opencv,Python,C++,TensorFlow"
2019-07-17,Senior Python Developer,"Бэкенд,Старший (Senior),Python,Linux,Bash,HTML,CSS,SQL,JavaScript,PostgreSQL,MySQL,Django,Docker"
2019-07-17,iOS Software Developer,"Приложения,Старший (Senior),Разработка под iOS,Swift"
2019-04-12,Ведущий специалист в команду поддержки,"Другое,Средний (Middle),Поддержка клиентов,Техническая поддержка"
2020-08-22,Senior React Native Разработчик,"Приложения,Старший (Senior),React Native,Redux,Typescript"
2020-05-05,Проектный менеджер,"Менеджмент,Управление продуктами,Ведение переговоров,Управление людьми,Управление разработкой,Построение команды"
2020-01-09,Senior iOS Developer,"Приложения,Swift,Objective-С,Разработка под iOS,Xcode,Разработка мобильных приложений,Realm"
2019-10-16,DevOps / Site Realibility Engineer | Kubernetes,"Администрирование,Старший (Senior),Kubernetes,Chef,Devops,Docker,Node.js,Golang"
2019-07-12,Senior Javascript/Node.JS Разработчик,"Бэкенд,JavaScript,Node.js,Docker,Redis,Devops,Kubernetes"
2019-05-21,Senior Javascript / Node.js Разработчик,"Бэкенд,Node.js,JavaScript"
2019-01-21,Senior Mobile Developer: Android,"Приложения,Старший (Senior),Разработка под Android,Java,Kotlin"
2019-01-18,"Senior Frontend Developer (React, Redux, Javascript)","Фронтенд,JavaScript,ReactJS,Node.js"
2018-10-09,Senior Mobile Developer: iOS + tvOS,"Приложения,Swift,Разработка под iOS,Objective-С"
2018-10-05,Middle UI/UX Designer,"Дизайн,Средний (Middle),Дизайн продукта,UI/UX дизайн,Sketch,Веб-дизайн,Прототипирование,Проектирование интерфейсов,Адаптивный дизайн,Графический дизайн,Дизайн мобильных приложений,Брендинг"
2018-03-12,Senior Mobile Developer,"Приложения,Swift,Разработка под iOS,Objective-С"
2017-09-14,UI/UX Дизайнер/ Product Designer,"Дизайн,Дизайн продукта,UI/UX дизайн,Sketch,Веб-дизайн,Прототипирование,Проектирование интерфейсов,Адаптивный дизайн,Графический дизайн,Дизайн мобильных приложений"
2016-12-20,Senior iOS разработчик,"Приложения,Swift,Objective-С,Разработка под iOS,Разработка мобильных приложений"
2016-12-06,Android разработчик,"Приложения,Java"
2016-11-10,Senior/Middle React.JS разработчик,"Фронтенд,JavaScript,ReactJS,Babel,Webpack"
2016-09-15,Senior/Middle JavaScript разработчик,"Бэкенд,Node.js,JavaScript,ReactJS"
2016-06-24,"DevOps, CICD flow architect","Администрирование,Высоконагруженные системы,Unix,Shell"
2016-05-06,Full-stack Javascript разработчик,"Бэкенд,JavaScript,Node.js,ReactJS"
2016-01-10,Full-stack Javascript разработчик,"Бэкенд,JavaScript,Node.js,ReactJS,Angular"
2015-03-19,Senior AngularJS,"Бэкенд,Angular,JavaScript,Node.js"
2014-12-25,Senior Javascript разработчик,"Бэкенд,Angular,Elasticsearch,Linux,JavaScript,Node.js"
2014-05-16,TeamLead Node.js,"Бэкенд,Angular,Elasticsearch,JavaScript,Node.js"
2020-09-04,Backend разработчик Golang,"Бэкенд,Средний (Middle),Git,Linux,PostgreSQL,SQL,ООП,Golang,Docker,Высоконагруженные системы,Java,Java spring framework"
2014-07-09,Windows 8 / Windows Phone 8 разработчик,"Бэкенд,.NET"
2014-07-05,Администратор серверов Unix / Linux,"Бэкенд,Shell,Ubuntu,Linux,Unix,PostgreSQL,Администрирование Linux"
2014-06-20,Верстальщик Email-писем,"Бэкенд,Верстка Email"
2014-06-13,Тестировщик сайта и мобильных приложений в образовательном проекте,"Бэкенд,Тестирование ПО"
2014-06-10,Главный дизайнер-проектировщик пользовательских интерфейсов,"Бэкенд,Проектирование интерфейсов,Дизайн мобильных приложений,UI/UX дизайн,Веб-дизайн"
2014-06-06,Разработчик Ruby on Rails в образовательный проект,"Бэкенд,Slim,Coffeescript,Rspec,Git,PostgreSQL,Ruby on Rails,Ruby"
2014-05-23,PHP-программист,"Бэкенд,ООП,PHP,MySQL"
2014-04-21,Функциональный тестировщик,"Бэкенд,Ручное тестирование"
2014-03-17,Тимлид команды PHP-программистов,"Бэкенд,PHP,MySQL"
2018-10-25,Разработчик/Ведущий разработчик C#,"Бэкенд,Старший (Senior),C#"
2018-06-21,Ведущий Java-разработчик (lead)  ,"Разработка ПО,Java,Java spring framework,Hibernate,PostgreSQL,Junit,Rabbitmq,Docker,Elasticsearch"
2020-08-14,Фронтэнд разработчик React,"Фронтенд,Средний (Middle),HTML,CSS,ReactJS,JavaScript,Git"
2020-08-04,Бэкэнд Разработчик 1С Битрикс,"Бэкенд,Старший (Senior),1с-битрикс,PHP,Git"
2020-07-19,Дизайнер интерфейсов,"Дизайн,Средний (Middle),Веб-дизайн,UI/UX дизайн,Адаптивный дизайн"
2020-01-26,Разработчик мобильных приложений (React native) ,"Фронтенд,JavaScript,React Native"
2017-11-14,"iOS-разработчик: любой город, от 20 часов в неделю ","Приложения,Objective-С,Разработка под iOS,Разработка мобильных приложений"
2017-02-13,"Дизайнер интерфейсов, Москва или переезд","Дизайн,Веб-дизайн,UI/UX дизайн,Adobe Photoshop,Дизайн лендингов,Адаптивный дизайн,Плоский дизайн,Sketch"
2016-12-10,Битрикс разработчик из любого города. Опыт от 5 лет,"Бэкенд,PHP"
2016-11-05,"iOS-разработчик: любой город, от 20 часов в неделю ","Приложения,Objective-С,Разработка под iOS,Разработка мобильных приложений"
2015-01-05,Дизайнер интерфейсов,"Бэкенд,Работа в команде"
2014-05-26,Контент-менеджер интернет-магазина,"Бэкенд,Управление контентом,Adobe Photoshop,Копирайтинг,Интернет маркетинг,Поисковая оптимизация"
2014-04-05,Битрикс-программист для интернет-магазина CityCycle,Бэкенд
2020-07-14,Senior PHP Developer,"Бэкенд,Старший (Senior),PHP,PostgreSQL,Redis,Elasticsearch,Высоконагруженные системы"
2020-02-10,Android Developer,"Разработка ПО,Старший (Senior),Kotlin,Разработка под Android,Разработка мобильных приложений"
2020-01-18,Senior product manager,"Менеджмент,Старший (Senior),Управление продуктами"
2020-01-18,IOS разработчик,"Приложения,Старший (Senior),Swift,Objective-С"
2020-01-18,Senior Product/Data Analyst,"Аналитика,Старший (Senior),SQL,R,Python"
2019-08-09, Mobile automation QA -> Junior mobile developer,"Приложения,Средний (Middle),Тестирование мобильных приложений,Selenium,Автоматизация тестирования,Разработка тест-кейсов,Тестирование ПО,Контроль качества"
2019-07-26,Senior Android Developer,"Приложения,Старший (Senior),Разработка под Android,Kotlin,Java"
2018-09-13,🚀 Front-end developer (React.JS),"Фронтенд,JavaScript,ReactJS,Redux,HTML,CSS,Stylus,Webpack,Canvas,React Native"
2018-05-16,QA Engineer (Frontend),"Тестирование,Тестирование ПО,JavaScript"
2018-05-16,🤖 QA Automation Engineer (Backend/PHP),"Тестирование,Автоматизация тестирования,PHP,Phpunit,Codeception"
2018-03-20,🍹 Senior front-end developer (React.JS),"Фронтенд,JavaScript,ReactJS,Redux,HTML,CSS,Stylus,Webpack,Canvas,React Native"
2018-03-19,👾  Аналитик данных,"Аналитика,Бизнес аналитика,Веб аналитика,Business intelligence,Математическое моделирование,Большие данные,Бизнес-моделирование,Машинное обучение"
2018-03-07,🦄 Customer Support Specialist,"Поддержка,Работа в команде,Английский язык,Обслуживание клиентов,Решение проблем,Разрешение проблем,Грамотность"
2018-02-14,🤘Product Lead,"Менеджмент,Управление продуктами,Управление проектами,Управление людьми,Английский язык"
2018-02-09,🏆 Product Design Champion,"Дизайн,UI/UX дизайн,Проектирование интерфейсов,Дизайн продукта,Графический дизайн"
2018-01-22,🔥 Product Manager / Менеджер по продукту,"Менеджмент,Управление продуктами,Управление проектами,Исследование пользователя,Проектирование интерфейсов,Разработка ТЗ,Руководство стартапом,Развитие бизнеса,Английский язык"
2017-11-21,🛠 QA Engineer,"Тестирование,Тестирование ПО,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов,Баг-трекинг"
2017-05-21,🚀 Front-end разработчик (React.JS),"Фронтенд,JavaScript,ReactJS,Redux,HTML,CSS,Sass,Less,Webpack,Canvas"
2017-05-09,🚀 QA Engineer / Инженер по тестированию,"Тестирование,Selenium,Контроль качества,Тестирование ПО,Автоматизация тестирования,Тестирование сайтов"
2017-02-27,📈 Маркетолог (калифорнийский стартап),"Маркетинг,Интернет маркетинг,Английский язык,Контент маркетинг,Управление проектами,Email маркетинг,SMM,Ведение переговоров,Лидогенерация"
2016-11-22,🖌 Ведущий UI/UX дизайнер,"Дизайн,Веб-дизайн,Дизайн мобильных приложений,UI/UX дизайн,Adobe Photoshop,Adobe Illustrator"
2016-11-02,🚀 Front-end разработчик (ReactJS),"Фронтенд,JavaScript,ReactJS,HTML,CSS,Sass,Less,Stylus,Grunt.js,Gulp,Webpack"
2020-08-01,Lead UI/UX designer в «Нетологию»,"Дизайн,Ведущий (Lead),UI/UX дизайн,Арт-директинг,Веб-дизайн,Проектирование интерфейсов,Прототипирование"
2020-07-31,Ruby on rails разработчик (Middle/Senior),"Бэкенд,Средний (Middle),Ruby,Ruby on Rails,Rspec,SQL"
2020-03-20,DevOps,"Администрирование,Средний (Middle),Linux,PostgreSQL,Git,MySQL,Redis,Kubernetes,Docker,Bash"
2020-02-20,DevOps-инженер,"Администрирование,Старший (Senior),Linux,Высоконагруженные системы,Ubuntu,Nginx,Docker,Kubernetes,PostgreSQL,Git,Redis,Ansible,CI/CD methodologies,Devops"
2018-06-25,QA Engineer/Специалист по тестированию,"Тестирование,Тестирование ПО,Тестирование сайтов,Баг-трекинг,Ручное тестирование,Разработка тест-кейсов"
2018-05-30,Product manager (e-learning) / Менеджер продукта (образование),"Менеджмент,Управление проектами,Scrum,Agile,Разработка продукта,Управление компанией,Построение команды,Управление разработкой,Управление продуктами,Разработка ТЗ,Jira"
2018-01-21,Верстальщик / Junior Front-end разработчик,"Фронтенд,HTML,CSS,Адаптивная верстка,Кроссбраузерная верстка,Верстка лендингов,Sketch"
2017-04-19,PHP разработчик,"Бэкенд,PHP,Git,Ruby on Rails,HTML,CSS,JQuery"
2017-03-24,Системный администратор Linux / DevOps,"Администрирование,Linux,MySQL,SQL,Базы данных,Высоконагруженные системы,Freebsd,Системное администрирование,Администрирование серверов,Apache,Nginx"
2016-06-17,Lead UI/UX designer (Дизайнер интерфейсов),"Дизайн,UI/UX дизайн,Sketch,Веб-дизайн,Дизайн мобильных приложений,Проектирование интерфейсов,Адаптивный дизайн,Дизайн лендингов,Дизайн иконок,Дизайн логотипов"
2016-05-24,Junior/middle Ruby on Rails разработчик,"Бэкенд,SQL,Git,JavaScript,Ruby on Rails,Ruby,Rspec"
2015-09-30,"Front-end разработчик (javascript, backbone)","Бэкенд,Coffeescript,Ajax,Git,CSS,Ruby on Rails,Sass,JavaScript,HTML,JQuery"
2015-09-30,Ruby on Rails-разработчик,"Бэкенд,Slim,Rspec,SQL,Git,PostgreSQL,Ruby on Rails,JavaScript,Ruby"
2015-06-19,PHP разработчик,"Бэкенд,Фронтенд,PHP,Unix,JavaScript,MySQL,JQuery"
2015-05-14,Erlang разработчик,"Бэкенд,ActionScript,Erlang,Python,Golang,JavaScript"
2015-03-10,iOS разработчик,"Бэкенд,Objective-С,Разработка под iOS"
2015-03-05,Системный Администратор,"Бэкенд,Ubuntu,Firewall,Dns,Vpn,Linux,Python"
2015-02-09,Android-разработчик,"Бэкенд,Tcp,Java,C++"
2014-10-31,Дизайнер интерфейсов,"Бэкенд,Дизайн мобильных приложений"
2014-10-02,Android разработчик,"Бэкенд,Разработка под Android,Java"
2014-08-21,Веб-верстальщик / Frontend-разработчик,"Бэкенд,JavaScript,JQuery"
2014-08-13,Верстальщик со знанием javascript,"Бэкенд,CSS,JavaScript,HTML,JQuery"
2020-09-17,Frontend-разработчик React,"Фронтенд,Старший (Senior),ReactJS,Redux,Кроссбраузерная верстка,Адаптивная верстка"
2014-08-07,Дизайнер пользовательских интерфейсов,Бэкенд
2014-07-23,Старший frontend разработчик / team lead,"Бэкенд,Backbone.js,Ruby on Rails,JavaScript,Ruby,JQuery"
2014-07-21,PHP / JavaScript - разработчик,"Бэкенд,PHP,JavaScript,MySQL,JQuery"
2020-09-30,Go Developer (Middle/Senior),"Бэкенд,Старший (Senior),Golang,Java,Blockchain,ООП,PHP,C#,C++"
2020-09-08,Backend Developer (нагруженная P2P платформа),"Бэкенд,Старший (Senior),Golang,Java,C++,PHP,Python,Blockchain,ООП"
2020-08-18,Java Developer (Middle/Senior),"Бэкенд,Средний (Middle),Spring Boot,Java,Kotlin,SQL,Docker,Linux,Высоконагруженные системы,Проектирование архитектуры приложений,Создание архитектуры проектов,Паттерны проектирования,Java spring framework,ООП"
2019-10-21,С++ / Go разработчик,"Разработка ПО,C++,Golang,Git,ООП,C++ stl,C++ boost,Шаблон проектирования,Криптография,Прикладная криптография"
2019-05-28,С++ программист,"Разработка ПО,C++,Golang,Git,ООП,C++ stl,C++ boost,Шаблон проектирования,Криптография,Прикладная криптография"
2018-11-13,Системный администратор Linux / DevOps,"Администрирование,Администрирование Linux,Системное администрирование,Zabbix,Nginx,CI/CD methodologies,Git,Docker,Администрирование баз данных,Ansible,Puppet"
2018-08-01,С++ программист (ООП),"Разработка ПО,C++,Криптография,Прикладная математика,C++ stl,C++ boost,ООП,Шаблон проектирования,Git"
