date,title,skills
2017-03-16,Разработчик SAP BW,"Разработка ПО,SAP BI,Abap"
2017-03-16,Java-разработчик,"Разработка ПО,Java SE,Java EE"
2017-03-16,Backend разработчик,"Бэкенд,C#,.NET"
2017-03-16,Ведущий Frontend-разработчик,"Фронтенд,JavaScript,Angular,HTML"
2017-03-16,Ведущий Android разработчик,"Приложения,Android studio,Разработка под Android,Разработка мобильных приложений"
2017-03-02,IOS разработчик,"Приложения,Objective-С,Swift,Разработка под iOS,Разработка мобильных приложений"
2015-06-06,Программист Oracle,"Бэкенд,Администрирование,Менеджмент"
2014-05-12,Эксперт по юзабилити/пользовательскому взаимодействию,"Бэкенд,Проектирование интерфейсов,Прототипирование,Функциональное тестирование,UI/UX дизайн"
2020-09-17,DevOps Engineer,"Разработка ПО,Средний (Middle),Python,Docker,Kubernetes,Linux"
2020-09-17,Senior Software development engineer in Test (web),"Тестирование,Старший (Senior),Python,JavaScript"
2018-10-12,"Team Lead SQA Engineer, Treat TPI","Тестирование,Ведущий (Lead),Python,Java,Тестирование ПО,Автоматизация тестирования"
2018-09-24,Frontend разработчик ,"Фронтенд,Средний (Middle),JavaScript,ReactJS,Redux,Typescript,Webpack,CSS"
2018-08-03,Senior SQA Engineer / SQA Engineer  / Инженер по тестированию,"Тестирование,Старший (Senior),Python,C++,Java,Тестирование ПО,Автоматизация тестирования"
2018-08-03,Senior SQA Engineer / SQA Engineer  / Инженер по тестированию,"Тестирование,Старший (Senior),Python,C++,C#,Java,Тестирование ПО,Автоматизация тестирования"
2018-08-03,Разработчик C++ / C++ Developer,"Разработка ПО,Средний (Middle),C++,Объектно-ориентированное проектирование,Шаблон проектирования"
2016-05-23,Руководитель группы разработки/ Team Lead,"Разработка ПО,C++,Английский язык,Agile,Управление разработкой,Управление проектами,Управление людьми,Построение команды,Организация бизнес-процессов,Scrum"
2016-05-16,​Chief DevOps Engineer,"Другое,Linux,Python,Chef,Amazon AWS"
2016-05-05,C++/3D Software Developer,"Разработка ПО,C++,Система автоматизированного проектирования,Сапр,Научно-исследовательская работа,Английский язык"
2016-05-05,UX\UI Designer,"Дизайн,UI/UX дизайн,Прототипирование"
2016-03-23,C++/3D Software Developer,"Разработка ПО,C++,Алгоритмы и структуры данных"
2015-06-06,SQA Engineer,Бэкенд
2015-06-06,Статистик,"Аналитика,Другое"
2015-06-06,SQA Engineer\Инженер по тестированию,Бэкенд
2018-01-24,Программист C++ / разработчик игр,"Бэкенд,Разработка игр,C++"
2017-08-25,Build инженер (Cont⁢inuous Integration),"Разработка ПО,Python,Jenkins,Git"
2017-08-09,Программист искусственного интеллекта,"Бэкенд,C++"
2015-06-06,Программист C++ / разработчик игр,"Бэкенд,Администрирование,Другое"
2014-03-13,Javascript разработчик (Frontend),"Бэкенд,Angular,JavaScript"
2014-03-12,Backend-разработчик (Python),"Бэкенд,SQL,Python"
2019-06-26,Разработчик C#(Dynamics CRM),"Разработка ПО,Средний (Middle),C#,Разработка программного обеспечения,MS Dynamics CRM,Git,JavaScript,.NET,Базы данных"
2019-06-19,Главный инженер по тестированию/ QA engineer,"Тестирование,Старший (Senior),Java,C#"
2019-05-28,Сетевой архитектор / Системный архитектор,"Администрирование,Старший (Senior),Cisco ccna,Cisco ccnp,Администрирование оборудования cisco systems,Информационная безопасность,Сетевые технологии,Проектирование и прокладка лвс"
2019-05-21,Разработчик  Lotus Notes,"Бэкенд,Средний (Middle),Lotus domino,Jira,Английский язык,Консультирование"
2019-04-24,QA engineer (нагрузочное тестирование),"Тестирование,Средний (Middle),Apache jmeter,Нагрузочное тестирование,Автоматизация тестирования,Visual studio"
2019-04-23,Главный  специалист SLM ,"Разработка ПО,Старший (Senior),Itil,Управление IT-услугами,Ведение переговоров,Управление бизнес-процессами"
2019-04-23,Администратор Hadoop,"Администрирование,Средний (Middle),Java,Python,Hadoop,Linux,SQL"
2019-04-02,Системный  аналитик,"Аналитика,Средний (Middle),Системный анализ,Анализ требований,Системная аналитика,Управление требованиями к ПО"
2019-03-23,Инженер по нагрузочному тестированию / Performance test engineer,"Тестирование,Старший (Senior),HP LoadRunner,Нагрузочное тестирование,Apache jmeter"
2019-03-21,Разработчик Java (Jira).,"Разработка ПО,Средний (Middle),Java,ООП,Jira"
2019-03-15,Разработчик Oracle PL/SQL,"Разработка ПО,Старший (Senior),Pl/sql,Oracle plsql"
2019-03-11,Менеджер проекта с техническим бэкграундом ,"Маркетинг,JavaScript,HTML,CSS"
2019-03-11,Web-аналитик,"Маркетинг,Средний (Middle),Веб аналитика,Яндекс.Метрика,Google Analytics"
2019-01-31,UX/Product designer,"Дизайн,UI/UX дизайн"
2019-01-13,Разработчик .NET (Dynamics CRM),"Разработка ПО,C#,.NET,SQL,JavaScript"
2019-01-10,UX исследователь,"Дизайн,UI/UX дизайн,Проектирование интерфейсов"
2018-10-03,QA Automation engineer/ Тестировщик-автоматизатор,"Тестирование,Средний (Middle),C#,Java,Cucumber,Автоматизация тестирования,Selenium,Тестирование мобильных приложений,Selenium webdriver"
2018-08-13,Разра‎ботчик C#.Net,"Бэкенд,C#,.NET,Mssql,Microsoft SQL server"
2018-08-06,Инженер по тестированию (PSB-Online),"Тестирование,Java,C#"
2018-08-06,Senior QA,"Тестирование,Старший (Senior),C#,Pl/sql,Visual basic,SVN,Selenium"
2018-06-04,Главный системный аналитик (дистанционное банковское обслуживание),"Аналитика,Системный анализ,Системная интеграция,Автоматизация процессов,Разработка ТЗ"
2018-05-14,DevOps (внедрение и развитие CI/CD) ,"Администрирование,Docker,CI/CD methodologies,Devops,Zabbix,Администрирование Windows,Администрирование Linux"
2018-05-07,Senior QA,"Тестирование,Java"
2017-09-25,Аналитик (бюро к⁢редитных историй),"Аналитика,T-SQL,XML"
2017-09-20,Системный аналитик (отдел процессных приложений),"Аналитика,BPMN,Бизнес аналитика,SQL,Jira"
2020-10-15,Java developer (Online banking),"Бэкенд,Старший (Senior),Java EE,Java,Базы данных,SQL,Oracle"
2020-10-15,Java developer (Camunda BPM),"Бэкенд,Средний (Middle),SQL"
2020-10-15,"Full-stack разработчик CRM (C#, MSSQL, JS)","Бэкенд,Средний (Middle),C#,SQL,JavaScript"
2020-10-15,Руководитель центра анализа и обработки больших данных,"Менеджмент,Ведущий (Lead),Большие данные"
2020-09-25,Системный администратор Informatica PC,"Администрирование,Средний (Middle),Linux,Oracle,CI/CD methodologies"
2020-09-24,Ведущий инженер по тестированию (Mobile; Web),"Тестирование,Старший (Senior),Jira,Mobile"
2020-09-24,Дизайнер-проектировщик (аналитик),"Аналитика,Старший (Senior),UI/UX дизайн,Проектирование интерфейсов,Figma Design"
2020-09-24,"Главный специалист(техническая поддержка, 2 линия)","Поддержка,Средний (Middle),SQL"
2020-09-24,Старший/Ведущий инженер по тестированию Интернет-банка и Мобильного приложения,"Тестирование,Средний (Middle),SQL"
2020-09-24,DevOps инженер,"Администрирование,Старший (Senior),Ansible,Devops,Администрирование Linux,Git"
2020-09-23,Инфраструктурный архитектор,"Менеджмент,Ведущий (Lead),Управление проектами,Сеть хранения данных,Системы виртуализации"
2020-09-23,Управляющий эксперт по администрированию ОС Linux,"Администрирование,Ведущий (Lead),Linux,Red hat enterprise linux,Zabbix,Centos,Администрирование Linux"
2020-09-23,Разработчик MS SQL,"Разработка ПО,Средний (Middle),Mssql,T-SQL,Olap"
2020-09-23,Senior QA Engineer/SDET,"Тестирование,Старший (Senior),Java,C#"
2020-09-23,Главный системный аналитик (интернет-банк),"Аналитика,Средний (Middle),Разработка ТЗ"
2020-09-23,Ведущий системный аналитик (ДБО),"Аналитика,Средний (Middle),Разработка ТЗ"
2020-09-23,QA Automation engineer,"Тестирование,Старший (Senior),Java,Kotlin"
2020-09-23,Главный системный аналитик,"Аналитика,Средний (Middle),SQL"
2020-09-23,Старший системный администратор Oracle,"Администрирование,Старший (Senior),Oracle dba,Администрирование баз данных,Oracle solaris,Linux"
2020-09-23,Главный системный аналитик (Диасофт),"Аналитика,Средний (Middle),Разработка ТЗ"
2020-09-23,Ведущий инженер-программист Oracle,"Разработка ПО,Старший (Senior),Oracle plsql"
2020-09-23,Разработчик Big Data,"Разработка ПО,Средний (Middle),Hadoop,Python,Java"
2020-09-23,Ведущий разработчик C#,"Бэкенд,Старший (Senior),C#,Git,Высоконагруженные системы,CI/CD methodologies,.NET,Mssql,Asp.net"
2020-09-23,Инженер по тестированию (Dynamics CRM),"Тестирование,Старший (Senior),MS Dynamics CRM,Тестирование ПО,Функциональное тестирование,Ручное тестирование"
2020-09-23,Главный инженер по тестированию,"Тестирование,Старший (Senior),Тестирование ПО,Функциональное тестирование,Ручное тестирование"
2020-09-16,Инженер по нагрузочному тестированию,"Тестирование,Средний (Middle),Git,Java,C#,Apache jmeter,HP LoadRunner,Нагрузочное тестирование"
2020-06-10,Разработчик Oracle PL/SQL ,"Разработка ПО,Старший (Senior),Pl/sql"
2020-06-10,Разработчик Oracle PL/SQL ,"Бэкенд,Средний (Middle),Pl/sql,Oracle plsql,Разработка программного обеспечения"
2020-04-10, Консультант SAP BW,"Разработка ПО,Средний (Middle),Abap,SAP Business Objects BI,Etl"
2020-03-10,Java developer (Atlassian Jira),"Бэкенд,Старший (Senior),Java,Groovy,Git,Jira,Rest,Nginx"
2020-03-04,Разработчик Oracle PL/SQL ,"Бэкенд,Средний (Middle),Pl/sql,Oracle plsql,Oracle sql,Delphi"
2020-03-04,Java/Kotlin developer (Единая фронтальная система),"Бэкенд,Средний (Middle),Java spring framework,Java,Hibernate,Java core"
2020-02-26,Специалист по сопровождению RS-Connect,"Поддержка,Средний (Middle),SQL"
2020-02-09,Разработчик PL/SQL (хранилище данных),"Бэкенд,Средний (Middle),Pl/sql,Etl,Oracle plsql"
2020-01-31,DevOps специалист,"Администрирование,Средний (Middle),Jenkins,Ansible,Powershell,Bash,SQL"
2020-01-16,Аналитик-разработчик SAP BW,"Разработка ПО,Системный анализ,Dwh"
2020-01-09,Главный системный аналитик («Финансовые рынки»),"Разработка ПО,Старший (Senior),Системный анализ,Системная аналитика,Pl/sql"
2019-12-05,Старший системный администратор Hadoop,"Администрирование,Старший (Senior),Hadoop,PostgreSQL,Linux,Nginx,Rabbitmq,Ldap,Администрирование Linux"
2019-12-05,Главный системный аналитик,"Аналитика,Старший (Senior),Soap,SQL,Rest,Jira,Разработка ТЗ"
2019-11-21,Старший инженер по тестированию,"Тестирование,Старший (Senior),MySQL,Тестирование ПО,Тестирование сайтов"
2019-11-21,Главный системный аналитик,"Аналитика,Старший (Senior),SQL,Разработка ТЗ,Анализ требований,Аналитика требований"
2019-11-18,Cистемный аналитик ,"Аналитика,Средний (Middle),Разработка ТЗ"
2019-11-15,Администратор БД Oracle ,"Администрирование,Старший (Senior),Oracle dba,Oracle solaris,MySQL,PostgreSQL"
2019-10-28,Системный аналитик (Microsoft Dynamics CRM),"Разработка ПО,Старший (Senior),MS Dynamics CRM,Системный анализ"
2019-10-28,Главный системный аналитик (Финансовые рынки: интеграция торговых систем),"Разработка ПО,Старший (Senior),Системный анализ"
2019-10-09,DevOps Team Lead,"Администрирование,Ведущий (Lead),Управление IT-услугами,CI/CD methodologies,Jenkins,SVN,Git"
2019-10-04,Главный консультант SAP FI-AA,"Разработка ПО,Средний (Middle),SAP,Abap"
2019-10-01,Администратор SAS,"Администрирование,Средний (Middle),SAS"
2019-08-07,Главный специалист (администратор) MS SQL,"Администрирование,Старший (Senior),Администрирование ms sql,MySQL,T-SQL"
2019-07-16,Системный аналитик,"Аналитика,Средний (Middle),Системный анализ,Разработка ТЗ,Jira"
2020-08-26,Аналитик (product owner) Tennisi.It,"Аналитика,Средний (Middle),Анализ требований"
2020-02-05,DevOps,"Администрирование,Средний (Middle),Linux,Docker,Nginx,Kubernetes,ClickHouse,Elasticsearch,Vpn,Системное администрирование,Администрирование серверов,Администрирование Linux,Devops"
2020-01-23,Javascript разработчик (React),"Фронтенд,Средний (Middle),JavaScript,Git,ReactJS,Scss,Redux,HTML,CSS,Twitter Bootstrap"
2020-09-15,Тестировщик / QA специалист в команду CRM,"Аналитика,Средний (Middle),Контроль качества,Ручное тестирование,Jira,MS Dynamics CRM"
2020-09-04,QA специалист / можно удаленно,"Тестирование,Средний (Middle),Контроль качества,Разработка под 1с,Jira"
2020-09-02,Администратор баз данных  (PostgreSql+ MS SQL) можно удаленно,"Администрирование,Средний (Middle),Администрирование ms sql,MySQL,PostgreSQL,SQL,Базы данных,Linux,Высоконагруженные системы"
2020-09-01,Релиз-инженер ( DevOps),"Администрирование,Средний (Middle),Linux,CI/CD methodologies,Gitlab,Jenkins,Python,Kubernetes,Ansible,Devops,Scrum"
2020-09-01,Ведущий разработчик CRM Dynamics можно удаленно,"Разработка ПО,Средний (Middle),MS Dynamics CRM"
2020-09-01,Программист 1С БИТ.Финанс,"Разработка ПО,Разработка под 1с,Автоматизация"
2020-09-01,Backend developer,"Бэкенд,Старший (Senior),Python,Django,SQL"
2020-09-01,Frontend developer,"Фронтенд,Старший (Senior),ReactJS,Typescript,Redux"
2020-07-15,Scrum-мастер,"Другое,Старший (Senior),Agile,Scrum Master,Devops"
2017-10-25,Ведущий программист 1С,"Разработка ПО,Администрирование 1с,Разработка под 1с,Руководитель проектов 1с"
2020-08-11,Lead Frontend Engineer,"Фронтенд,Ведущий (Lead),JavaScript,Ajax,CSS,HTML,ReactJS,Redux,Git,Angular"
2020-08-11,Senior Frontend Engineer,"Фронтенд,Старший (Senior),JavaScript,Ajax,CSS,HTML,Angular,ReactJS,Redux,Git"
2020-02-26,Senior DevOps Engineer,"Администрирование,Старший (Senior),Docker,Windows azure,Amazon AWS,CI/CD methodologies,Devops"
2020-02-20,Tech Lead/Senior Frontend Engineer,"Фронтенд,Ведущий (Lead),JavaScript,SQL,Nosql,Git,C#,ReactJS,Redux"
2020-01-09,Senior Fullstack Python Engineer,"Бэкенд,Старший (Senior),JavaScript,Python,MySQL,PostgreSQL,Nosql,SQL,Windows azure,Git,Angular,ReactJS"
2019-10-11,Frontend Engineer,"Разработка ПО,Средний (Middle),JavaScript,Ajax,CSS,HTML,Angular,Git,Tdd bdd rspec,ReactJS"
2020-09-25,Senior Frontend developer (Angular),"Фронтенд,Старший (Senior),CSS,Sass,Less,HTML,Angular,Typescript,Rest"
2020-08-26,Системный архитектор,"Разработка ПО,Средний (Middle),Архитектура по,Алгоритмы и структуры данных,Разработка программного обеспечения,Проектирование баз данных"
2020-08-26,DevOps инженер,"Администрирование,Средний (Middle),Администрирование серверов,Linux,Python,Git"
2017-10-12,Middle/Senior Java Developer,"Бэкенд,Java,Java spring framework,JavaScript,Высоконагруженные системы,Hibernate,Angular,PostgreSQL,Oracle,Gwt,Git"
2020-02-27,Java-разработчик (Senior/ Lead),"Разработка ПО,Старший (Senior),Java,Java spring framework,PostgreSQL"
2020-02-19,Системный аналитик (Senior/ Teamlead),"Аналитика,Ведущий (Lead),XML,Soap,SQL,Rest"
2019-02-25,Ведущий актуарий/data scientist/аналитик данных,"Аналитика,Средний (Middle),SQL,Python,Датамайнинг,Математическое моделирование,Бизнес аналитика,Моделирование"
2018-10-17,QA инженер,"Тестирование,Средний (Middle),Тестирование мобильных приложений,Регрессионное тестирование,Баг-трекинг,Ручное тестирование"
2018-10-17,Руководитель группы разработки / Teamlead / C#,"Разработка ПО,Паттерны проектирования,ООП,C#,Asp.net,Oracle,SQL"
2020-08-26,Frontend-разработчик ReactJS,"Фронтенд,Средний (Middle),JavaScript,HTML,ReactJS,CSS"
2020-07-27,Тестировщик,"Тестирование,Средний (Middle),Тестирование ПО,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов,Баг-трекинг,Регрессионное тестирование,Тестирование сайтов,Тестирование мобильных приложений,Тестирование на приемлемость для пользователя,Тестирование производительности"
2020-07-23,Flutter (Dart) разработчик,"Разработка ПО,Средний (Middle),Flutter,Dart,Разработка мобильных приложений,Rest,HTTP,Websockets"
2020-06-17,Тестировщик,"Тестирование,Средний (Middle),Ручное тестирование,Функциональное тестирование,Регрессионное тестирование"
2020-06-01,Frontend-разработчик,"Фронтенд,Средний (Middle),JavaScript,HTML,CSS,Веб-разработка,ReactJS"
2020-05-27,PHP-разработчик (удаленно),"Разработка ПО,Средний (Middle),PHP,SQL,PostgreSQL,Yii framework"
2019-03-29,Backend Ruby on Rails developers,"Бэкенд,Ruby,Ruby on Rails,PostgreSQL,Docker,Kubernetes,Rabbitmq"
2018-11-21,Тестировщик,"Тестирование,Тестирование ПО,Функциональное тестирование,Разработка тест-кейсов,Тестирование сайтов,Ручное тестирование,Баг-трекинг,Регрессионное тестирование,Тестирование дизайна,Тестирование мобильных приложений,Тестирование на приемлемость для пользователя"
2018-11-11,PHP + Drupal Commerce developer (удаленная работа),"Бэкенд,Drupal,PHP,SQL,Symfony"
2018-10-30,Senior PHP backend developer (удаленная работа),"Бэкенд,PHP,SQL,Laravel,Symfony"
2018-07-02,Python back-end developers,"Бэкенд,Python,Машинное обучение,HTML,CSS,JavaScript,PostgreSQL,Django,Flask"
2018-05-16,Senior C++ developers,"Бэкенд,C++,C++ stl,Boost,Node.js,Blockchain"
2018-05-16,NodeJS developers,"Бэкенд,Node.js,JavaScript,Blockchain,Высоконагруженные системы,Распределённые вычисления"
2018-03-21,Senior Back-end Ruby on Rails Developer,"Бэкенд,Haml,Scss,CSS,PostgreSQL,Ruby on Rails,JavaScript,MySQL,Ruby"
2018-01-31,Senior Android developer,"Разработка ПО,Разработка под Android,Java,Kotlin,Rest,ООП"
2018-01-27,Front-end разработчик,"Фронтенд,Coffeescript,Scss,HTML,CSS,Haml,Stylus,Angular,ReactJS,Backbone.js,JQuery"
2018-01-17,Senior .NET developers,"Бэкенд,.NET,C#"
2018-01-14,Software Project Manager,"Менеджмент,Управление людьми,Управление проектами,Управление разработкой,Разработка ТЗ,Agile,Scrum,Kanban,Jira"
2018-01-10,ИТ Директор (CIO),"Менеджмент,Управление людьми,Управление проектами,Управление разработкой,Разработка ТЗ,Agile,Jira,Построение команды,Руководство стартапом,Разработка продукта,Развитие бизнеса"
2017-08-02,Senior DevOps / system administrator,"Администрирование,Ansible,Puppet,Amazon AWS,PostgreSQL,Docker,Linux,Bash,Высоконагруженные системы,Devops,Ruby on Rails"
2017-07-17,Front-end разработчики,"Бэкенд,Фронтенд,Haml,Coffeescript,Scss,HTML,Ruby on Rails,CSS,Ruby"
2015-06-18,Ведущий iOS разработчик,"Приложения,Xcode,Objective-С"
2015-04-22,Веб-дизайнер,"Бэкенд,Adobe Illustrator,Дизайн иконок,Adobe Photoshop,UI/UX дизайн,Графический дизайн"
2014-10-22,Технический писатель,"Бэкенд,Разработка ТЗ,Написание инструкций,Грамотность,Тестирование ПО"
2020-09-07,Менеджер IT проектов/Scrum мастер,"Менеджмент,Средний (Middle),Scrum,Agile,Управление проектами,Разработка ТЗ,Ведение переговоров"
2020-05-19,Специалист по контекстной рекламе (е-commerce),"Маркетинг,Средний (Middle),Яндекс директ,Яндекс.Метрика,Google adwords,Google Analytics,Контекстная реклама,Интернет маркетинг,Повышение конверсии"
2019-06-17,Frontend-разработчик,"Фронтенд,Старший (Senior),CSS,HTML,JavaScript,PHP,Git,JQuery,Less,Sass"
2018-02-28,PHP-разработчик (Full Stack),"Бэкенд,PHP,MySQL,JavaScript,CSS,HTML,Git,Magento"
2020-10-16,Сетевой инженер (ИБ),"Администрирование,Средний (Middle),Системное администрирование,Cisco ccna,Firewall,Сетевые технологии,Техническая поддержка,Администрирование сетей"
2020-10-16,Эксперт по компьютерной криминалистике,"Другое,Средний (Middle),Информационная безопасность,Форензика"
2020-10-16,Старший консультант по информационной безопасности,"Информационная безопасность,Старший (Senior),Информационная безопасность"
2020-10-16,Старший аудитор по ИБ,"Информационная безопасность,Старший (Senior),Информационная безопасность"
2020-10-16,Руководитель проектов (ИБ),"Менеджмент,Старший (Senior),Управление проектами,Проектное планирование,Информационные технологии,Ведение переговоров,Управление людьми"
2020-10-16,Главный архитектор проектов (информационная безопасность),"Информационная безопасность,Ведущий (Lead),Информационная безопасность,Сетевые технологии,Защита информации,Системы виртуализации"
2020-10-16,Ведущий эксперт/Архитектор по информационной безопасности,"Информационная безопасность,Старший (Senior),Информационная безопасность"
2020-10-16,Архитектор SIEM/SOC,"Информационная безопасность,Старший (Senior),Информационная безопасность,Защита информации"
2020-10-16,Архитектор IDM,"Информационная безопасность,Ведущий (Lead),Информационная безопасность,Защита информации"
2020-10-16,Product Manager (ИБ),"Менеджмент,Ведущий (Lead),Информационная безопасность,Управление продуктами"
2020-10-15,Инженер технической поддержки,"Администрирование,Средний (Middle),Администрирование Windows,Системное администрирование,Администрирование Linux,Active directory,Администрирование серверов,Сетевые технологии"
2020-09-17,Backend developer (Node.js/typescript),"Бэкенд,Старший (Senior),Node.js,Typescript,Websockets,Функциональное программирование,gRPC,Git,Jest"
2020-08-21,Data scientist,"Другое,Средний (Middle),Python"
2020-08-21,Senior C# developer,"Бэкенд,Старший (Senior),C#,.net core,.NET,git-flow,Git,gRPC"
2020-07-29,Backend developer,"Бэкенд,Старший (Senior),Node.js,Typescript"
2020-07-29,Infrastructure developer,"Бэкенд,Старший (Senior),Linux,Docker,Nosql,Kubernetes,Ansible,Openstack,protobuf,Golang"
2019-02-18,Chief Product Owner,"Менеджмент,Управление продуктами"
2019-01-24,iOS разработчик,"Разработка ПО,Swift,Objective-С,protobuf"
2019-01-24,Go разработчик,"Бэкенд,Golang,Git,PostgreSQL"
2019-01-22,Scala разработчик,"Бэкенд,Akka,PostgreSQL,Scala"
2018-12-17,Старший Android разработчик,"Приложения,Старший (Senior),Android ndk,Разработка под Android,Kotlin,Разработка мобильных приложений"
2018-11-13,Product Owner,"Менеджмент,Старший (Senior),Scrum,Agile,Стратегическое планирование,Разработка продукта,Управление продуктами"
2018-11-06,Project Manager,"Менеджмент,Управление проектами,Построение команды,Управление разработкой,Проектное планирование,Agile,Scrum,Jira,Pmbok,Управление рисками"
2018-10-16,Системный аналитик,"Аналитика,Системный анализ,Анализ требований,Управление требованиями к ПО,Спецификация программного обеспечения,Аналитика требований"
2018-10-16,Старший Javascript разработчик,"Фронтенд,Старший (Senior),JavaScript,git-flow,Redux,ReactJS"
2018-10-16,QA инженер,"Тестирование,Selenium,Автоматизация тестирования,Тестирование мобильных приложений,Selenium ide"
2016-12-19,QA инженер / Тестировщик,"Тестирование,Контроль качества,Тестирование ПО,Функциональное тестирование,Ручное тестирование,Разработка тест-кейсов,Тестирование сайтов,Тестирование мобильных приложений,Тестирование методом свободного поиска,Автоматизация тестирования,Баг-трекинг"
2016-08-04,iOS developer,"Приложения,Xcode,Swift,Objective-С,Cocoa,Java"
2020-09-12,Senior iOS Developer,"Приложения,Старший (Senior),Swift,Xcode,Разработка под iOS"
2020-07-30,Middle/Senior Data Scientist,"Разработка ПО,Старший (Senior),TensorFlow,Python,C++"
2019-12-05,Senior Android Developer,"Приложения,Старший (Senior),Разработка под Android,Разработка мобильных приложений"
2020-09-22,Frontend-разработчик (Angular),"Фронтенд,Средний (Middle),JavaScript,Angular,Typescript,HTML,CSS,Gulp,БЭМ,Scss,Webpack"
2020-09-14,Data Scientist (Computer Vision),"Аналитика,Старший (Senior),Python,Алгоритмы и структуры данных,Большие данные,Компьютерное зрение,Opencv,TensorFlow,Многопоточность"
2020-09-01,Ведущий аналитик,"Аналитика,Средний (Middle),Системная аналитика,Анализ требований,BPMN,Uml,Системный анализ,Описание бизнес-процессов,Управление требованиями к ПО,Аналитика требований,Диаграммы связей,Проектирование информационных систем"
2020-07-22,Ведущий разработчик C++ (Computer Vision),"Разработка ПО,Старший (Senior),C++,Алгоритмы и структуры данных,Разработка программного обеспечения,Компьютерное зрение,Opencv,Многопоточность,Прикладная математика"
2020-06-18,"Java/Kotlin разработчик  в команду ""Интеллектуальных транспортных систем""","Бэкенд,Средний (Middle),Java core,Kotlin,Java spring framework,PostgreSQL,MongoDB,Rabbitmq,Git,SQL"
2020-05-06,Инженер DevOps,"Администрирование,Средний (Middle),Docker,Kubernetes,Git,Linux,PostgreSQL,MongoDB,Nginx"
2020-10-15,High middle front-end разработчик (React + Next.js),"Фронтенд,Средний (Middle),ReactJS,Redux,JavaScript,ExpressJS,Jest"
2020-10-15,Middle front-end разработчик (React + TypeScript),"Фронтенд,Средний (Middle),JavaScript,Typescript,ReactJS,MobX,Canvas,Svg,Git,Веб-разработка"
2020-08-07,Senior front-end разработчик (Angular),"Фронтенд,Старший (Senior),Angular,Typescript,Веб-разработка,JavaScript,Node.js"
2020-06-26,Business development  manager,"Продажи,Английский язык,Поддержка клиентов,Ведение переговоров,Презентации,Мониторинг и анализ рынка,Организация работы с CRM"
2020-03-23,Java-разработчик,"Бэкенд,Java,Kotlin,Java spring framework,Hibernate,SQL,Docker,MongoDB"
2020-03-23,Senior Java-разработчик,"Бэкенд,Старший (Senior),Java,Kotlin,Java spring framework,Hibernate,Docker,Rest,SQL"
2020-01-21,Angular-разработчик (в офис),"Фронтенд,JavaScript,Git,Angular,ReactJS,Webpack,Redux"
2019-07-04,Верстальщик пиксель-перфекционист,"Фронтенд,HTML,CSS,JQuery,Кроссбраузерная верстка,Семантическая верстка,БЭМ,Gulp,Jade,Stylus,ReactJS"
2019-03-27,HR-менеджер (IT-recruiter),"Фронтенд,Средний (Middle),Подбор IT-специалистов,Проведение интервью,Поиск талантов,Подбор специалистов,Работа в команде,Грамотность,Пунктуальность,Английский язык"
2018-11-02,Менеджер проектов команды разработки,"Менеджмент,Средний (Middle),Управление проектами,Управление разработкой,Agile,Scrum,Управление людьми,Разработка ТЗ,Проектное планирование,Управление рисками,Jira"
2018-07-25,Автор технических статей,"Фронтенд,JavaScript"
2018-05-18,Дизайнер,"Дизайн,UI/UX дизайн,Веб-дизайн,Адаптивный дизайн"
2018-04-18,Product Manager,"Менеджмент,Управление разработкой,Управление продуктами,Разработка ТЗ,Проектное планирование,Продвижение проектов,Построение команды,Agile,Jira,Разработка продукта"
2018-04-02,Backend-разработчик,"Бэкенд,Java EE,Java SE,Scala,Akka,Apache cassandra,Kafka,Hadoop,MySQL"
2018-01-30,Руководитель отдела веб-разработки,"Менеджмент,Управление проектами,Управление разработкой,Agile,Scrum,Jira,Управление людьми,Развитие бизнеса,Ведение переговоров"
2018-01-11,Product Manager,"Менеджмент,Управление продуктами,Управление разработкой,Agile,Scrum,Jira,Разработка ТЗ,Управление бизнес-процессами,Бюджетирование проектов,Проектное планирование"
2017-09-14,Менеджер по развитию бизнеса,"Фронтенд,Ведение переговоров,Развитие бизнеса,Продвижение проектов,Презентации"
2017-06-19,Lead JavaScript-разработчик,"Фронтенд,JavaScript,ReactJS,Angular,Webpack,Git,Vanilla.js,Babel,Redux"
2017-05-02,IT-рекрутер,"Администрирование,Рекрутмент,Подбор IT-специалистов,Поиск талантов,Обработка резюме,Генерация идей,Грамотность"
2017-02-17,Менеджер веб-проектов,"Менеджмент,Управление проектами,Презентации,Поддержка клиентов,Построение команды,Scrum,Agile,Kanban,Разработка ТЗ,Управление разработкой,Ведение переговоров"
2016-11-24,UI/UX-дизайнер,"Дизайн,UI/UX дизайн,Sketch,Adobe Photoshop,Adobe Illustrator,Adobe Indesign"
2016-08-11,JavaScript разработчик,"Фронтенд,ReactJS,Angular,Gulp,JavaScript,Git"
2020-09-09,Senior Frontend разработчик,"Фронтенд,Старший (Senior),ReactJS,JavaScript"
2020-09-08,Scala разработчик,"Бэкенд,Старший (Senior),Scala,Akka,Jdbc,PostgreSQL,protobuf"
2020-07-31,Android разработчик,"Разработка ПО,Средний (Middle),Java,Kotlin,Разработка под Android,Material Design,Android User Interface Guidelines"
2020-07-31, QA engineer,"Тестирование,Средний (Middle),Администрирование Windows,Powershell,Active directory,Jenkins,Тестирование ПО,Git"
